landa_plot	R_mean_plot	R_ste_plot
5.597000000000000455e+02	2.075660000000000005e-01	6.934644597404233946e-03
5.600599999999999454e+02	2.057590000000000252e-01	6.947334790573122913e-03
5.604099999999999682e+02	2.052100000000000313e-01	7.025905471347282209e-03
5.607599999999999909e+02	2.049039999999999750e-01	6.971464276165095265e-03
5.611200000000000045e+02	2.041229999999999989e-01	6.938511816720443516e-03
5.614700000000000273e+02	2.022520000000000151e-01	6.969644820439341130e-03
5.618200000000000500e+02	2.018999999999999684e-01	6.928465919667934660e-03
5.621799999999999500e+02	2.013679999999999914e-01	7.044269880821298416e-03
5.625299999999999727e+02	2.003159999999999941e-01	7.088233500234466904e-03
5.628799999999999955e+02	1.983259999999999745e-01	6.964801526798327681e-03
5.632400000000000091e+02	1.980860000000000121e-01	7.130276421440745645e-03
5.635900000000000318e+02	1.966100000000000070e-01	7.071710597106671548e-03
5.639400000000000546e+02	1.945910000000000140e-01	7.173678216497181466e-03
5.642899999999999636e+02	1.946100000000000052e-01	7.186779957244148441e-03
5.646499999999999773e+02	1.933560000000000001e-01	7.054784214112598886e-03
5.650000000000000000e+02	1.926249999999999907e-01	7.046344851710760471e-03
5.653500000000000227e+02	1.907769999999999744e-01	7.102488410084498160e-03
5.657100000000000364e+02	1.901779999999999859e-01	7.134286962376722684e-03
5.660599999999999454e+02	1.894730000000000025e-01	7.110367409094109532e-03
5.664099999999999682e+02	1.883819999999999939e-01	7.151018087818523591e-03
5.667599999999999909e+02	1.867219999999999991e-01	7.188783335596773266e-03
5.671200000000000045e+02	1.859109999999999929e-01	7.289026573186255069e-03
5.674700000000000273e+02	1.839579999999999826e-01	7.122641774380757303e-03
5.678200000000000500e+02	1.837240000000000262e-01	7.202923145928591224e-03
5.681699999999999591e+02	1.820480000000000431e-01	7.248624782037573107e-03
5.685299999999999727e+02	1.822519999999999973e-01	7.251712031280294762e-03
5.688799999999999955e+02	1.808209999999999817e-01	7.227548414014469715e-03
5.692300000000000182e+02	1.784470000000000223e-01	7.224051287193357200e-03
5.695800000000000409e+02	1.768870000000000164e-01	7.122728523212478596e-03
5.699400000000000546e+02	1.766379999999999895e-01	7.225660874752085940e-03
5.702899999999999636e+02	1.752619999999999734e-01	7.287396475053034041e-03
5.706399999999999864e+02	1.739279999999999993e-01	7.160966071482469629e-03
5.709900000000000091e+02	1.728959999999999941e-01	7.284798629812843686e-03
5.713400000000000318e+02	1.710550000000000126e-01	7.257823709625358527e-03
5.717000000000000455e+02	1.706650000000000111e-01	7.228893228405875067e-03
5.720499999999999545e+02	1.695490000000000053e-01	7.132953800710961113e-03
5.723999999999999773e+02	1.686749999999999916e-01	7.296325972179950464e-03
5.727500000000000000e+02	1.663110000000000421e-01	7.324979018084941222e-03
5.731000000000000227e+02	1.647440000000000015e-01	7.258024227867230366e-03
5.734600000000000364e+02	1.637929999999999942e-01	7.170918302957600063e-03
5.738099999999999454e+02	1.624970000000000026e-01	7.218741851810255017e-03
5.741599999999999682e+02	1.611279999999999935e-01	7.152623918750163935e-03
5.745099999999999909e+02	1.599659999999999971e-01	7.278376530729701969e-03
5.748600000000000136e+02	1.601929999999999743e-01	7.356380595207024330e-03
5.752100000000000364e+02	1.580199999999999938e-01	7.257022169542460925e-03
5.755700000000000500e+02	1.566589999999999927e-01	7.212005423650847541e-03
5.759199999999999591e+02	1.551770000000000371e-01	7.147273611449548973e-03
5.762699999999999818e+02	1.543809999999999905e-01	7.186384503404283190e-03
5.766200000000000045e+02	1.527320000000000066e-01	7.155165514400175890e-03
5.769700000000000273e+02	1.520159999999999845e-01	7.163330359975995931e-03
5.773200000000000500e+02	1.502580000000000027e-01	7.102614773122967705e-03
5.776699999999999591e+02	1.494530000000000025e-01	7.157708598749700467e-03
5.780199999999999818e+02	1.491210000000000035e-01	7.169582162484463249e-03
5.783799999999999955e+02	1.483779999999999821e-01	7.207649547529347382e-03
5.787300000000000182e+02	1.471319999999999850e-01	7.317519209719603422e-03
5.790800000000000409e+02	1.453679999999999972e-01	7.317195953053644113e-03
5.794299999999999500e+02	1.445839999999999903e-01	7.237987204273764116e-03
5.797799999999999727e+02	1.432009999999999950e-01	7.246871415148218101e-03
5.801299999999999955e+02	1.413059999999999872e-01	7.215062257847493742e-03
5.804800000000000182e+02	1.405700000000000005e-01	7.177909487823361245e-03
5.808300000000000409e+02	1.385050000000000170e-01	7.179359972545227252e-03
5.811799999999999500e+02	1.373149999999999926e-01	7.267156173232678512e-03
5.815399999999999636e+02	1.366210000000000202e-01	7.140916494723586506e-03
5.818899999999999864e+02	1.352569999999999883e-01	7.135503114168452107e-03
5.822400000000000091e+02	1.337919999999999943e-01	7.094190559345562273e-03
5.825900000000000318e+02	1.328280000000000016e-01	7.109860411915488662e-03
5.829400000000000546e+02	1.315640000000000143e-01	7.032450847540775395e-03
5.832899999999999636e+02	1.302850000000000119e-01	7.070416182941427138e-03
5.836399999999999864e+02	1.286820000000000186e-01	7.077373893667710664e-03
5.839900000000000091e+02	1.276059999999999972e-01	7.037739169320258656e-03
5.843400000000000318e+02	1.261049999999999949e-01	6.931735408195466644e-03
5.846900000000000546e+02	1.249749999999999889e-01	6.910700092554355328e-03
5.850399999999999636e+02	1.238589999999999830e-01	6.899886559825569622e-03
5.853899999999999864e+02	1.226399999999999990e-01	6.790622493273634243e-03
5.857400000000000091e+02	1.206419999999999992e-01	6.800487403346684202e-03
5.860900000000000318e+02	1.206159999999999871e-01	6.815162868418985637e-03
5.864400000000000546e+02	1.187820000000000126e-01	6.714565545255958903e-03
5.867899999999999636e+02	1.176210000000000033e-01	6.784332340598619310e-03
5.871399999999999864e+02	1.161470000000000002e-01	6.698755802960152175e-03
5.874900000000000091e+02	1.148029999999999884e-01	6.646095562867662503e-03
5.878400000000000318e+02	1.136070000000000135e-01	6.615264056593774845e-03
5.881900000000000546e+02	1.126500000000000001e-01	6.618756564607771072e-03
5.885399999999999636e+02	1.119210000000000066e-01	6.708683173550300007e-03
5.888899999999999864e+02	1.103019999999999834e-01	6.617687929969313931e-03
5.892400000000000091e+02	1.097180000000000100e-01	6.684305015367084102e-03
5.895900000000000318e+02	1.082569999999999782e-01	6.630546450389231301e-03
5.899400000000000546e+02	1.074149999999999966e-01	6.600342327951926394e-03
5.902899999999999636e+02	1.062860000000000193e-01	6.468051924057792793e-03
5.906399999999999864e+02	1.054290000000000227e-01	6.496139735376576206e-03
5.909900000000000091e+02	1.036429999999999990e-01	6.407555161982310919e-03
5.913400000000000318e+02	1.025620000000000004e-01	6.321409385207116260e-03
5.916900000000000546e+02	1.016269999999999951e-01	6.332216290829474105e-03
5.920399999999999636e+02	1.001049999999999995e-01	6.177019601219197430e-03
5.923899999999999864e+02	9.871800000000000019e-02	6.147474878729913481e-03
5.927400000000000091e+02	9.789499999999999591e-02	6.184849012521836074e-03
5.930900000000000318e+02	9.734599999999998809e-02	6.218375647410479337e-03
5.934400000000000546e+02	9.632899999999999796e-02	6.216927444176410626e-03
5.937899999999999636e+02	9.504100000000000048e-02	6.124176359064382666e-03
5.941399999999999864e+02	9.358499999999998764e-02	6.105331119351600951e-03
5.944900000000000091e+02	9.225599999999999079e-02	6.025350956902523862e-03
5.948400000000000318e+02	9.182300000000000184e-02	6.027718033576860528e-03
5.951900000000000546e+02	9.091299999999999382e-02	6.044607775021151007e-03
5.955299999999999727e+02	9.038500000000000700e-02	6.007710078275696995e-03
5.958799999999999955e+02	8.912900000000001377e-02	5.976809214339653259e-03
5.962300000000000182e+02	8.803700000000000414e-02	5.911902082305593893e-03
5.965800000000000409e+02	8.652999999999999581e-02	5.839762244896881498e-03
5.969299999999999500e+02	8.575499999999999790e-02	5.814604325449708976e-03
5.972799999999999727e+02	8.512000000000000122e-02	5.819951889835516326e-03
5.976299999999999955e+02	8.456299999999999928e-02	5.696595751310265347e-03
5.979800000000000182e+02	8.280800000000002048e-02	5.647736074679019468e-03
5.983300000000000409e+02	8.234299999999998565e-02	5.682886461866146731e-03
5.986699999999999591e+02	8.115899999999999503e-02	5.536482005750584592e-03
5.990199999999999818e+02	8.025699999999999501e-02	5.446995085507095810e-03
5.993700000000000045e+02	7.902399999999999702e-02	5.404023173667787602e-03
5.997200000000000273e+02	7.823399999999999799e-02	5.382603773696832856e-03
6.000700000000000500e+02	7.714000000000000024e-02	5.377209885604815158e-03
6.004199999999999591e+02	7.648200000000000831e-02	5.291843476957287101e-03
6.007699999999999818e+02	7.520799999999999708e-02	5.196066085918342806e-03
6.011200000000000045e+02	7.462699999999999889e-02	5.212534309055137823e-03
6.014600000000000364e+02	7.387699999999999823e-02	5.191777826525321993e-03
6.018099999999999454e+02	7.311100000000000931e-02	5.127169026935744431e-03
6.021599999999999682e+02	7.224999999999999478e-02	5.049247621028458456e-03
6.025099999999999909e+02	7.122300000000000852e-02	4.977682199269362930e-03
6.028600000000000136e+02	7.068099999999999383e-02	4.918871735860385654e-03
6.032100000000000364e+02	6.965699999999999670e-02	4.947974418502368125e-03
6.035499999999999545e+02	6.873799999999999355e-02	4.829794676317474347e-03
6.038999999999999773e+02	6.838500000000000134e-02	4.836238883519045767e-03
6.042500000000000000e+02	6.735800000000000121e-02	4.767120369298914924e-03
6.046000000000000227e+02	6.567900000000000127e-02	4.681807745863853822e-03
6.049500000000000455e+02	6.556700000000000028e-02	4.668154148466623424e-03
6.052899999999999636e+02	6.521200000000000607e-02	4.597333976589876997e-03
6.056399999999999864e+02	6.432100000000000317e-02	4.504757220470889667e-03
6.059900000000000091e+02	6.317300000000000693e-02	4.391086434690515995e-03
6.063400000000000318e+02	6.267400000000000748e-02	4.400169087660154091e-03
6.066799999999999500e+02	6.246000000000000163e-02	4.383694262219411594e-03
6.070299999999999727e+02	6.137299999999999700e-02	4.358146050788110071e-03
6.073799999999999955e+02	6.082699999999999912e-02	4.322161505187316170e-03
6.077300000000000182e+02	6.028199999999998837e-02	4.228352070342444001e-03
6.080800000000000409e+02	5.957500000000000989e-02	4.280411060418595932e-03
6.084199999999999591e+02	5.881500000000000616e-02	4.071009183142525016e-03
6.087699999999999818e+02	5.824599999999999916e-02	4.031983898014245699e-03
6.091200000000000045e+02	5.782000000000000334e-02	4.004077921319714947e-03
6.094700000000000273e+02	5.679900000000000226e-02	3.929323185016433788e-03
6.098099999999999454e+02	5.612299999999999928e-02	3.814968101489790275e-03
6.101599999999999682e+02	5.529500000000000387e-02	3.796889668379389935e-03
6.105099999999999909e+02	5.468199999999999450e-02	3.726536812562652491e-03
6.108600000000000136e+02	5.391900000000000859e-02	3.655750254472660971e-03
6.112000000000000455e+02	5.352599999999999719e-02	3.607074501800379505e-03
6.115499999999999545e+02	5.315999999999999892e-02	3.589940432332033686e-03
6.118999999999999773e+02	5.257700000000000568e-02	3.531830654098632154e-03
6.122400000000000091e+02	5.244400000000000450e-02	3.461107915104642396e-03
6.125900000000000318e+02	5.181800000000000989e-02	3.425597713145502564e-03
6.129400000000000546e+02	5.126899999999999513e-02	3.354424047777455550e-03
6.132799999999999727e+02	5.065900000000000958e-02	3.287924631833184959e-03
6.136299999999999955e+02	5.013400000000001189e-02	3.216515362457184578e-03
6.139800000000000182e+02	4.979200000000000292e-02	3.180735715570799736e-03
6.143300000000000409e+02	4.893499999999999933e-02	3.056787214858613152e-03
6.146699999999999591e+02	4.834999999999999715e-02	2.967192145913242433e-03
6.150199999999999818e+02	4.801100000000000506e-02	2.963423552893874099e-03
6.153700000000000045e+02	4.728800000000000364e-02	2.877831929662434673e-03
6.157100000000000364e+02	4.683500000000000163e-02	2.872995555433119352e-03
6.160599999999999454e+02	4.702800000000000036e-02	2.815153992235593962e-03
6.164099999999999682e+02	4.642700000000000299e-02	2.771562194864116580e-03
6.167500000000000000e+02	4.571900000000000269e-02	2.727913107684503454e-03
6.171000000000000227e+02	4.538199999999999179e-02	2.661174928485536377e-03
6.174500000000000455e+02	4.513299999999999951e-02	2.618546587473522327e-03
6.177899999999999636e+02	4.461700000000000388e-02	2.511024323626944409e-03
6.181399999999999864e+02	4.438399999999999290e-02	2.504554988876805076e-03
6.184800000000000182e+02	4.419900000000000218e-02	2.432373468920365472e-03
6.188300000000000409e+02	4.382200000000000678e-02	2.395911196505092280e-03
6.191799999999999500e+02	4.333299999999999652e-02	2.323062319108452206e-03
6.195199999999999818e+02	4.294499999999999706e-02	2.234598311863815988e-03
6.198700000000000045e+02	4.303699999999999887e-02	2.219222680961130661e-03
6.202200000000000273e+02	4.300299999999999956e-02	2.150895359182739431e-03
6.205599999999999454e+02	4.216799999999999715e-02	2.098168725341220762e-03
6.209099999999999682e+02	4.165200000000000846e-02	2.067061012831800972e-03
6.212500000000000000e+02	4.157599999999999490e-02	2.014282158830936302e-03
6.216000000000000227e+02	4.172700000000000020e-02	1.979204988023065739e-03
6.219500000000000455e+02	4.113699999999999996e-02	1.908465372209586317e-03
6.222899999999999636e+02	4.071100000000000413e-02	1.847440828655850208e-03
6.226399999999999864e+02	4.085499999999999549e-02	1.847184656131095181e-03
6.229800000000000182e+02	4.071699999999999625e-02	1.825701993544063531e-03
6.233300000000000409e+02	4.032799999999999579e-02	1.777893654343207881e-03
6.236699999999999591e+02	4.033199999999999980e-02	1.735756009085644104e-03
6.240199999999999818e+02	3.998899999999999677e-02	1.648374700681296597e-03
6.243700000000000045e+02	4.004900000000000820e-02	1.668075560915355379e-03
6.247100000000000364e+02	3.956300000000000094e-02	1.593737286525460711e-03
6.250599999999999454e+02	3.962200000000000444e-02	1.560499328370939295e-03
6.253999999999999773e+02	3.942400000000000071e-02	1.523432460445313516e-03
6.257500000000000000e+02	3.923100000000000198e-02	1.514034066276632442e-03
6.260900000000000318e+02	3.935299999999999215e-02	1.488695376185780609e-03
6.264400000000000546e+02	3.921000000000000180e-02	1.469873882606678728e-03
6.267799999999999727e+02	3.912200000000000399e-02	1.447663263012819281e-03
6.271299999999999955e+02	3.908799999999999775e-02	1.455500865417389857e-03
6.274700000000000273e+02	3.927799999999999347e-02	1.456174017496113032e-03
6.278200000000000500e+02	3.883200000000000540e-02	1.410155910638144060e-03
6.281599999999999682e+02	3.873800000000000160e-02	1.442958925797426179e-03
6.285099999999999909e+02	3.909300000000000275e-02	1.438099734425205521e-03
6.288500000000000227e+02	3.865999999999999298e-02	1.391826691244832078e-03
6.292000000000000455e+02	3.846900000000000319e-02	1.394489402006229579e-03
6.295399999999999636e+02	3.906700000000000450e-02	1.437606477661875675e-03
6.298899999999999864e+02	3.863999999999999380e-02	1.435007370659173139e-03
6.302300000000000182e+02	3.843900000000000095e-02	1.442351952141415978e-03
6.305800000000000409e+02	3.928500000000000048e-02	1.482524484166735821e-03
6.309199999999999591e+02	3.903399999999999925e-02	1.481105200647346749e-03
6.312699999999999818e+02	3.909300000000000275e-02	1.518241923562097060e-03
6.316100000000000136e+02	3.912799999999999612e-02	1.505634954225165516e-03
6.319600000000000364e+02	3.927700000000000635e-02	1.569381578349108089e-03
6.322999999999999545e+02	3.918899999999999467e-02	1.618376418133071716e-03
6.326499999999999773e+02	3.974300000000000055e-02	1.635229012425147262e-03
6.329900000000000091e+02	3.890100000000000502e-02	1.643240443102029049e-03
6.333400000000000318e+02	3.965599999999999681e-02	1.683849618719421033e-03
6.336799999999999500e+02	3.994799999999999740e-02	1.710320617716052337e-03
6.340199999999999818e+02	3.995400000000000340e-02	1.754904424309637178e-03
6.343700000000000045e+02	4.048100000000000309e-02	1.763056546062939916e-03
6.347100000000000364e+02	4.050299999999999734e-02	1.773345838108985597e-03
6.350599999999999454e+02	4.042300000000000060e-02	1.858184411648184427e-03
6.353999999999999773e+02	4.058199999999999308e-02	1.890796657496517010e-03
6.357500000000000000e+02	4.063799999999999357e-02	1.980394210951251597e-03
6.360900000000000318e+02	4.106700000000000628e-02	1.980417224883531009e-03
6.364299999999999500e+02	4.152300000000000435e-02	2.048119606633588569e-03
6.367799999999999727e+02	4.155799999999999772e-02	2.064706647071573326e-03
6.371200000000000045e+02	4.156399999999999678e-02	2.074388584619574465e-03
6.374700000000000273e+02	4.194299999999999418e-02	2.166037875228195905e-03
6.378099999999999454e+02	4.225600000000000189e-02	2.186873497097555595e-03
6.381499999999999773e+02	4.235799999999999982e-02	2.226209196058490016e-03
6.385000000000000000e+02	4.272800000000000209e-02	2.229209518399532727e-03
6.388400000000000318e+02	4.277399999999999258e-02	2.302622985941167513e-03
6.391799999999999500e+02	4.310399999999999648e-02	2.356077313606729819e-03
6.395299999999999727e+02	4.349699999999999400e-02	2.445776909758470580e-03
6.398700000000000045e+02	4.381499999999999978e-02	2.499405852474666928e-03
6.402200000000000273e+02	4.423799999999999955e-02	2.522924371560786218e-03
6.405599999999999454e+02	4.450900000000000689e-02	2.577018685941626780e-03
6.408999999999999773e+02	4.517900000000000388e-02	2.671542755096330789e-03
6.412500000000000000e+02	4.480099999999999361e-02	2.671960804065347857e-03
6.415900000000000318e+02	4.560399999999999870e-02	2.698894417520455134e-03
6.419299999999999500e+02	4.593399999999999567e-02	2.768560359020272484e-03
6.422799999999999727e+02	4.623999999999999638e-02	2.795010389412367919e-03
6.426200000000000045e+02	4.623700000000000032e-02	2.831041137651822085e-03
6.429600000000000364e+02	4.628900000000000375e-02	2.911619018294170271e-03
6.433099999999999454e+02	4.710299999999999210e-02	2.940220831580774193e-03
6.436499999999999773e+02	4.760599999999999554e-02	3.017679240741135901e-03
6.439900000000000091e+02	4.815300000000000136e-02	2.974695601751030805e-03
6.443300000000000409e+02	4.892000000000000515e-02	3.069730882717195894e-03
6.446799999999999500e+02	4.903899999999999232e-02	3.150888629235593010e-03
6.450199999999999818e+02	4.939899999999999847e-02	3.174910404550509383e-03
6.453600000000000136e+02	4.969799999999999912e-02	3.201614688775746703e-03
6.457100000000000364e+02	5.044600000000000473e-02	3.237717192001892015e-03
6.460499999999999545e+02	5.042499999999999760e-02	3.281827176343174619e-03
6.463899999999999864e+02	5.085599999999999843e-02	3.290401705660782501e-03
6.467400000000000091e+02	5.129900000000000432e-02	3.334695107733008645e-03
6.470800000000000409e+02	5.178199999999999470e-02	3.364897255260781202e-03
6.474199999999999591e+02	5.270999999999999991e-02	3.459054339422398643e-03
6.477599999999999909e+02	5.282099999999999296e-02	3.488380150861295371e-03
6.481100000000000136e+02	5.356400000000000050e-02	3.516440551729285106e-03
6.484500000000000455e+02	5.396600000000000008e-02	3.547668616906688409e-03
6.487899999999999636e+02	5.423600000000000643e-02	3.591662182161517447e-03
6.491299999999999955e+02	5.476699999999999624e-02	3.634521246644142108e-03
6.494800000000000182e+02	5.545999999999999541e-02	3.663530033682309891e-03
6.498200000000000500e+02	5.570100000000000051e-02	3.713207497982966981e-03
6.501599999999999682e+02	5.584599999999999287e-02	3.705272791784493779e-03
6.505000000000000000e+02	5.664599999999999497e-02	3.885056419746743886e-03
6.508400000000000318e+02	5.734000000000000208e-02	3.875373133399791746e-03
6.511900000000000546e+02	5.768900000000000416e-02	3.905177519849573672e-03
6.515299999999999727e+02	5.875100000000001155e-02	3.994671922602752862e-03
6.518700000000000045e+02	5.936400000000000704e-02	4.038406235518775082e-03
6.522100000000000364e+02	6.003399999999999709e-02	4.018149057234418099e-03
6.525499999999999545e+02	6.022199999999999775e-02	4.097834662730662734e-03
6.528999999999999773e+02	6.058700000000000196e-02	4.138535238834740657e-03
6.532400000000000091e+02	6.151700000000000224e-02	4.168113952746124382e-03
6.535800000000000409e+02	6.205199999999999605e-02	4.235185183490981775e-03
6.539199999999999591e+02	6.792400000000001214e-02	4.540688900630355206e-03
6.542599999999999909e+02	6.355700000000000238e-02	4.260468383423803018e-03
6.546100000000000136e+02	6.339600000000000790e-02	4.293947654727342869e-03
6.549500000000000455e+02	6.454899999999999527e-02	4.381487357226820055e-03
6.552899999999999636e+02	6.506599999999999884e-02	4.353511791999296020e-03
6.556299999999999955e+02	6.476500000000000312e-02	4.345002478533416604e-03
6.559700000000000273e+02	6.595000000000002249e-02	4.373563940136412746e-03
6.563099999999999454e+02	6.649800000000000155e-02	4.458935160913508021e-03
6.566599999999999682e+02	6.704599999999999449e-02	4.446147372899200353e-03
6.570000000000000000e+02	6.837700000000000722e-02	4.467845987635514840e-03
6.573400000000000318e+02	6.816000000000001224e-02	4.492168741265180690e-03
6.576799999999999500e+02	6.948099999999998722e-02	4.589064333994291763e-03
6.580199999999999818e+02	6.966800000000000770e-02	4.675699667923014814e-03
6.583600000000000136e+02	7.026200000000000501e-02	4.718521248148700199e-03
6.587000000000000455e+02	7.064099999999999546e-02	4.698906656790574274e-03
6.590399999999999636e+02	7.144399999999999362e-02	4.711658241491565105e-03
6.593899999999999864e+02	7.177499999999999158e-02	4.712199755789385318e-03
6.597300000000000182e+02	7.310300000000000131e-02	4.735619860328578283e-03
6.600700000000000500e+02	7.342199999999998727e-02	4.872190756654625442e-03
6.604099999999999682e+02	7.447899999999998966e-02	4.872576075895031569e-03
6.607500000000000000e+02	7.545999999999999930e-02	4.903985192599052620e-03
6.610900000000000318e+02	7.597800000000000387e-02	4.898622066851671814e-03
6.614299999999999500e+02	7.630800000000000083e-02	4.998398328080091123e-03
6.617699999999999818e+02	7.686400000000000177e-02	4.949057750257579782e-03
6.621100000000000136e+02	7.749399999999999344e-02	5.052669241256394286e-03
6.624500000000000455e+02	7.779800000000000604e-02	5.007079572580592532e-03
6.627899999999999636e+02	7.874600000000001043e-02	5.019419089894766768e-03
6.631299999999999955e+02	7.979699999999999294e-02	5.138886747146700906e-03
6.634700000000000273e+02	8.098700000000000343e-02	5.153182743180702817e-03
6.638200000000000500e+02	8.137199999999999989e-02	5.101777337359990686e-03
6.641599999999999682e+02	8.192400000000001070e-02	5.167015534954538629e-03
6.645000000000000000e+02	8.230700000000000516e-02	5.162099908132199502e-03
6.648400000000000318e+02	8.311199999999999144e-02	5.173968838180370740e-03
6.651799999999999500e+02	8.347999999999999865e-02	5.150257499163736485e-03
6.655199999999999818e+02	8.443000000000000504e-02	5.262250030606241066e-03
6.658600000000000136e+02	8.554900000000001392e-02	5.254488550094760409e-03
6.662000000000000455e+02	8.626799999999998358e-02	5.291541988436320940e-03
6.665399999999999636e+02	8.737700000000001022e-02	5.352888084590770243e-03
6.668799999999999955e+02	8.755300000000000582e-02	5.343967418429005668e-03
6.672200000000000273e+02	8.793200000000001015e-02	5.360591213088920261e-03
6.675599999999999454e+02	8.943199999999998373e-02	5.420881960600989168e-03
6.678999999999999773e+02	8.956900000000000972e-02	5.379795027550913523e-03
6.682400000000000091e+02	9.083600000000000008e-02	5.327790738556287091e-03
6.685800000000000409e+02	9.092300000000000382e-02	5.402017863724627687e-03
6.689199999999999591e+02	9.157200000000000062e-02	5.420911192211706232e-03
6.692599999999999909e+02	9.280100000000000848e-02	5.541148790916638686e-03
6.696000000000000227e+02	9.337000000000000854e-02	5.475150577486782161e-03
6.699400000000000546e+02	9.451099999999998391e-02	5.495592562716472909e-03
6.702799999999999727e+02	9.533600000000000407e-02	5.592098161348193694e-03
6.706200000000000045e+02	9.564600000000000879e-02	5.648284586423630953e-03
6.709600000000000364e+02	9.676300000000001567e-02	5.670754535333019306e-03
6.712999999999999545e+02	9.705199999999999938e-02	5.686765715913774319e-03
6.716299999999999955e+02	9.833999999999999686e-02	5.603671873114847955e-03
6.719700000000000273e+02	9.834800000000000486e-02	5.648763077673934346e-03
6.723099999999999454e+02	9.884500000000000230e-02	5.707235522360394261e-03
6.726499999999999773e+02	9.961699999999999722e-02	5.655165242773806458e-03
6.729900000000000091e+02	9.983599999999999419e-02	5.657850937482291308e-03
6.733300000000000409e+02	1.012150000000000133e-01	5.695189366744262370e-03
6.736699999999999591e+02	1.020890000000000131e-01	5.670441639291898088e-03
6.740099999999999909e+02	1.028189999999999937e-01	5.694091870594399606e-03
6.743500000000000227e+02	1.037959999999999994e-01	5.751231734292964852e-03
6.746900000000000546e+02	1.037819999999999993e-01	5.784970952656280641e-03
6.750299999999999727e+02	1.048680000000000029e-01	5.804661362944571121e-03
6.753700000000000045e+02	1.061940000000000106e-01	5.877368877574124482e-03
6.757000000000000455e+02	1.069100000000000189e-01	5.918325906746057900e-03
6.760399999999999636e+02	1.074670000000000070e-01	5.829125023402872627e-03
6.763799999999999955e+02	1.087560000000000054e-01	5.796792508328669352e-03
6.767200000000000273e+02	1.088560000000000222e-01	5.888255481497438500e-03
6.770599999999999454e+02	1.095480000000000065e-01	5.911079661891791882e-03
6.773999999999999773e+02	1.109639999999999932e-01	5.857851430739379785e-03
6.777400000000000091e+02	1.115310000000000051e-01	5.890236569625523048e-03
6.780800000000000409e+02	1.124060000000000059e-01	5.860253761898553959e-03
6.784099999999999682e+02	1.128700000000000259e-01	5.779284624348480018e-03
6.787500000000000000e+02	1.135859999999999925e-01	5.788963265759052186e-03
6.790900000000000318e+02	1.146770000000000012e-01	5.833371376432723056e-03
6.794299999999999500e+02	1.154890000000000222e-01	5.940763024030861449e-03
6.797699999999999818e+02	1.163890000000000063e-01	6.007640577439059965e-03
6.801100000000000136e+02	1.166099999999999914e-01	6.007547688597173439e-03
6.804400000000000546e+02	1.177729999999999888e-01	6.025999317061923356e-03
6.807799999999999727e+02	1.186469999999999886e-01	5.952580313159612675e-03
6.811200000000000045e+02	1.193390000000000006e-01	6.003571558792187950e-03
6.814600000000000364e+02	1.196910000000000196e-01	5.974447570213564651e-03
6.817999999999999545e+02	1.193130000000000024e-01	5.947997213025056802e-03
6.821399999999999864e+02	1.209910000000000013e-01	6.086791936391704877e-03
6.824700000000000273e+02	1.224130000000000218e-01	6.046504018534499744e-03
6.828099999999999454e+02	1.237350000000000116e-01	6.039913301721118628e-03
6.831499999999999773e+02	1.252650000000000152e-01	6.091150611274589143e-03
6.834900000000000091e+02	1.255860000000000032e-01	6.071791929139965481e-03
6.838300000000000409e+02	1.245150000000000007e-01	5.924654907184956180e-03
6.841599999999999682e+02	1.273709999999999842e-01	6.063562731596004035e-03
6.845000000000000000e+02	1.273120000000000085e-01	6.001223823905868851e-03
6.848400000000000318e+02	1.276260000000000172e-01	6.033795871206168622e-03
6.851799999999999500e+02	1.283940000000000081e-01	6.045752507721051557e-03
6.855099999999999909e+02	1.294509999999999827e-01	6.037285998755502654e-03
6.858500000000000227e+02	1.306839999999999946e-01	6.116306854504731036e-03
6.861900000000000546e+02	1.312389999999999946e-01	6.032361503399171279e-03
6.865299999999999727e+02	1.316309999999999980e-01	5.939838828427276667e-03
6.868600000000000136e+02	1.331880000000000008e-01	6.064637068220223200e-03
6.872000000000000455e+02	1.335230000000000028e-01	6.103383179087581989e-03
6.875399999999999636e+02	1.350729999999999986e-01	6.015817106722780479e-03
6.878799999999999955e+02	1.352190000000000059e-01	6.002918194191375970e-03
6.882100000000000364e+02	1.358650000000000413e-01	6.054870290168835531e-03
6.885499999999999545e+02	1.372369999999999979e-01	6.112587019987777981e-03
6.888899999999999864e+02	1.368659999999999877e-01	6.157863665515575340e-03
6.892200000000000273e+02	1.360890000000000155e-01	6.213867301942798543e-03
6.895599999999999454e+02	1.384010000000000240e-01	6.305904613931294020e-03
6.898999999999999773e+02	1.398190000000000266e-01	6.247154115152074930e-03
6.902400000000000091e+02	1.403039999999999843e-01	6.170542078169594276e-03
6.905700000000000500e+02	1.414239999999999942e-01	6.137741153025146751e-03
6.909099999999999682e+02	1.419779999999999931e-01	6.185743012394273599e-03
6.912500000000000000e+02	1.435510000000000119e-01	6.287333108352428576e-03
6.915800000000000409e+02	1.443010000000000126e-01	6.200577820469017898e-03
6.919199999999999591e+02	1.446629999999999860e-01	6.172165316346255905e-03
6.922599999999999909e+02	1.450210000000000110e-01	6.132079262120076861e-03
6.925900000000000318e+02	1.467709999999999848e-01	6.130729339219701500e-03
6.929299999999999500e+02	1.473849999999999882e-01	6.168661150088842159e-03
6.932699999999999818e+02	1.482340000000000324e-01	6.236270853149833253e-03
