landa_plot	R_plot	R_ste_plot
5.597000000000000455e+02	2.977530000000000454e-01	1.567840872381859665e-02
5.600599999999999454e+02	2.981299999999999506e-01	1.645521173772411180e-02
5.604099999999999682e+02	2.985519999999999285e-01	1.653516487167071627e-02
5.607599999999999909e+02	3.001729999999999676e-01	1.619314128128188784e-02
5.611200000000000045e+02	3.002779999999999894e-01	1.640827601479746475e-02
5.614700000000000273e+02	2.988830000000000098e-01	1.704263347216816021e-02
5.618200000000000500e+02	3.002520000000000189e-01	1.675635625997224862e-02
5.621799999999999500e+02	3.017980000000000107e-01	1.670813054241024678e-02
5.625299999999999727e+02	3.020120000000000027e-01	1.625544857715234895e-02
5.628799999999999955e+02	3.008609999999999896e-01	1.716258828252765697e-02
5.632400000000000091e+02	3.014160000000000172e-01	1.711621428808238546e-02
5.635900000000000318e+02	3.004930000000000101e-01	1.677592196837148289e-02
5.639400000000000546e+02	3.009350000000000636e-01	1.660191162018531674e-02
5.642899999999999636e+02	3.028319999999999901e-01	1.700750519296962901e-02
5.646499999999999773e+02	3.021190000000000264e-01	1.718857523990216171e-02
5.650000000000000000e+02	3.019850000000000034e-01	1.699308030738786238e-02
5.653500000000000227e+02	3.027160000000000406e-01	1.716678590249852768e-02
5.657100000000000364e+02	3.030769999999999298e-01	1.739868571345420944e-02
5.660599999999999454e+02	3.042289999999999717e-01	1.701561560253796526e-02
5.664099999999999682e+02	3.042960000000000109e-01	1.718400691857920048e-02
5.667599999999999909e+02	3.051940000000000208e-01	1.765266811435471303e-02
5.671200000000000045e+02	3.054210000000000536e-01	1.808924753978327984e-02
5.674700000000000273e+02	3.055499999999999883e-01	1.807623977613829688e-02
5.678200000000000500e+02	3.057479999999999642e-01	1.761680484335592656e-02
5.681699999999999591e+02	3.047540000000000249e-01	1.765357163736436252e-02
5.685299999999999727e+02	3.077710000000000168e-01	1.811337599369286164e-02
5.688799999999999955e+02	3.073110000000000008e-01	1.780703515467973660e-02
5.692300000000000182e+02	3.070459999999999856e-01	1.795375659855062353e-02
5.695800000000000409e+02	3.076170000000000293e-01	1.808486562171683978e-02
5.699400000000000546e+02	3.074990000000000778e-01	1.766557955460278453e-02
5.702899999999999636e+02	3.083650000000000002e-01	1.803397535825704279e-02
5.706399999999999864e+02	3.091099999999999959e-01	1.815134638409932402e-02
5.709900000000000091e+02	3.091139999999999999e-01	1.764854486919530466e-02
5.713400000000000318e+02	3.085180000000000144e-01	1.756802295839422767e-02
5.717000000000000455e+02	3.084310000000000107e-01	1.764819244442771690e-02
5.720499999999999545e+02	3.076209999999999778e-01	1.779339574423924319e-02
5.723999999999999773e+02	3.085449999999999582e-01	1.746981868824058759e-02
5.727500000000000000e+02	3.086030000000000162e-01	1.785706408928658742e-02
5.731000000000000227e+02	3.096079999999999943e-01	1.844860258483913690e-02
5.734600000000000364e+02	3.089530000000000332e-01	1.824474883661353700e-02
5.738099999999999454e+02	3.083770000000000122e-01	1.844156127699965800e-02
5.741599999999999682e+02	3.086029999999999607e-01	1.763337523939570092e-02
5.745099999999999909e+02	3.088299999999999934e-01	1.741284015381241654e-02
5.748600000000000136e+02	3.104660000000000197e-01	1.732167583629764390e-02
5.752100000000000364e+02	3.115129999999999844e-01	1.814669918255720424e-02
5.755700000000000500e+02	3.116800000000000126e-01	1.896789843686197755e-02
5.759199999999999591e+02	3.107829999999999759e-01	1.890125722155950802e-02
5.762699999999999818e+02	3.109840000000000382e-01	1.853168105344646724e-02
5.766200000000000045e+02	3.112439999999999651e-01	1.873924492727613647e-02
5.769700000000000273e+02	3.132730000000000237e-01	1.875598417394655146e-02
5.773200000000000500e+02	3.123870000000000258e-01	1.845430844304687609e-02
5.776699999999999591e+02	3.129559999999999564e-01	1.881569068623312538e-02
5.780199999999999818e+02	3.146730000000000360e-01	1.862562106645335863e-02
5.783799999999999955e+02	3.161710000000000353e-01	1.880845102311428860e-02
5.787300000000000182e+02	3.155659999999999576e-01	1.869429795418913257e-02
5.790800000000000409e+02	3.153110000000000079e-01	1.881332349692632286e-02
5.794299999999999500e+02	3.154259999999999842e-01	1.842802552876701694e-02
5.797799999999999727e+02	3.140229999999999966e-01	1.794653987387107713e-02
5.801299999999999955e+02	3.132690000000000197e-01	1.794055898113421435e-02
5.804800000000000182e+02	3.135670000000000401e-01	1.785184541036459807e-02
5.808300000000000409e+02	3.134059999999999624e-01	1.803249604957055108e-02
5.811799999999999500e+02	3.129480000000000040e-01	1.804209083720004214e-02
5.815399999999999636e+02	3.148759999999999892e-01	1.846316646732082054e-02
5.818899999999999864e+02	3.143939999999999513e-01	1.811956886904321495e-02
5.822400000000000091e+02	3.136479999999999824e-01	1.826944551855790369e-02
5.825900000000000318e+02	3.160290000000000044e-01	1.887809897738646631e-02
5.829400000000000546e+02	3.137640000000000429e-01	1.834578578311651595e-02
5.832899999999999636e+02	3.141729999999999801e-01	1.797472188318300149e-02
5.836399999999999864e+02	3.126379999999999715e-01	1.799069931319452476e-02
5.839900000000000091e+02	3.124410000000000243e-01	1.803025121227593355e-02
5.843400000000000318e+02	3.121490000000000098e-01	1.839405456179311893e-02
5.846900000000000546e+02	3.107159999999999367e-01	1.764021385609848211e-02
5.850399999999999636e+02	3.108949999999999769e-01	1.792619605493591187e-02
5.853899999999999864e+02	3.114350000000000174e-01	1.837395603988306939e-02
5.857400000000000091e+02	3.120769999999999933e-01	1.877805752881686260e-02
5.860900000000000318e+02	3.129879999999999329e-01	1.907191197080728221e-02
5.864400000000000546e+02	3.128020000000000245e-01	1.922838918543793782e-02
5.867899999999999636e+02	3.134529999999999816e-01	1.949849225225148280e-02
5.871399999999999864e+02	3.129899999999999904e-01	1.914216735667910799e-02
5.874900000000000091e+02	3.124489999999999212e-01	1.911699345550387300e-02
5.878400000000000318e+02	3.119480000000000031e-01	1.920622988048987373e-02
5.881900000000000546e+02	3.113810000000000189e-01	1.891946513514586661e-02
5.885399999999999636e+02	3.113049999999999984e-01	1.828317236331448645e-02
5.888899999999999864e+02	3.117779999999999996e-01	1.840488683897718511e-02
5.892400000000000091e+02	3.138720000000000399e-01	1.835552958163349027e-02
5.895900000000000318e+02	3.122030000000000083e-01	1.836655287623552638e-02
5.899400000000000546e+02	3.120020000000000016e-01	1.827454050493928714e-02
5.902899999999999636e+02	3.122909999999999853e-01	1.850202628242526848e-02
5.906399999999999864e+02	3.130610000000000337e-01	1.845435049280009718e-02
5.909900000000000091e+02	3.107099999999999862e-01	1.808057969817954483e-02
5.913400000000000318e+02	3.107099999999999862e-01	1.851787586810827238e-02
5.916900000000000546e+02	3.115369999999999528e-01	1.851631311093605500e-02
5.920399999999999636e+02	3.113389999999999769e-01	1.859172082466338874e-02
5.923899999999999864e+02	3.121070000000000233e-01	1.877000728408074678e-02
5.927400000000000091e+02	3.121459999999999235e-01	1.841141838944275813e-02
5.930900000000000318e+02	3.117499999999999716e-01	1.818703286532590696e-02
5.934400000000000546e+02	3.106499999999999817e-01	1.805261673860914309e-02
5.937899999999999636e+02	3.112250000000000294e-01	1.850142158201784071e-02
5.941399999999999864e+02	3.101349999999999940e-01	1.870886190790045991e-02
5.944900000000000091e+02	3.101890000000000480e-01	1.854182769667902034e-02
5.948400000000000318e+02	3.112540000000000306e-01	1.870347497124532146e-02
5.951900000000000546e+02	3.114919999999999911e-01	1.849513370231928647e-02
5.955299999999999727e+02	3.120800000000000241e-01	1.807191264550232074e-02
5.958799999999999955e+02	3.109149999999999969e-01	1.837798575893330802e-02
5.962300000000000182e+02	3.093990000000000906e-01	1.772815459782671119e-02
5.965800000000000409e+02	3.085170000000000412e-01	1.794735307317859782e-02
5.969299999999999500e+02	3.085280000000000244e-01	1.782971606927915079e-02
5.972799999999999727e+02	3.115789999999999393e-01	1.837742754637389925e-02
5.976299999999999955e+02	3.115059999999999496e-01	1.853019075275086011e-02
5.979800000000000182e+02	3.103609999999999980e-01	1.868957317448540281e-02
5.983300000000000409e+02	3.099669999999999925e-01	1.775492382724046247e-02
5.986699999999999591e+02	3.101419999999999733e-01	1.850911966211971418e-02
5.990199999999999818e+02	3.104439999999999977e-01	1.841864636116829004e-02
5.993700000000000045e+02	3.110859999999999737e-01	1.859722871827950569e-02
5.997200000000000273e+02	3.102469999999999950e-01	1.848650252661834803e-02
6.000700000000000500e+02	3.088690000000000047e-01	1.822405318070964217e-02
6.004199999999999591e+02	3.093150000000000066e-01	1.867168951767473467e-02
6.007699999999999818e+02	3.078360000000000540e-01	1.850319481122711732e-02
6.011200000000000045e+02	3.081500000000000350e-01	1.818721296833452489e-02
6.014600000000000364e+02	3.081969999999999987e-01	1.769287100940815718e-02
6.018099999999999454e+02	3.084759999999999724e-01	1.769349279003756131e-02
6.021599999999999682e+02	3.081480000000000330e-01	1.781411255780714423e-02
6.025099999999999909e+02	3.075029999999999708e-01	1.791071448726834839e-02
6.028600000000000136e+02	3.081820000000000115e-01	1.795155758020889475e-02
6.032100000000000364e+02	3.075430000000000108e-01	1.828756207857618749e-02
6.035499999999999545e+02	3.073259999999999881e-01	1.831490754064082904e-02
6.038999999999999773e+02	3.080959999999999810e-01	1.850094881650968595e-02
6.042500000000000000e+02	3.050650000000000306e-01	1.797916171880966849e-02
6.046000000000000227e+02	3.030010000000000203e-01	1.738920293681621779e-02
6.049500000000000455e+02	3.058809999999999585e-01	1.785325581573910317e-02
6.052899999999999636e+02	3.048130000000000006e-01	1.712695899906213626e-02
6.056399999999999864e+02	3.050209999999999866e-01	1.713815246427948316e-02
6.059900000000000091e+02	3.033689999999999998e-01	1.765278772130150775e-02
6.063400000000000318e+02	3.028580000000000161e-01	1.699874987560360054e-02
6.066799999999999500e+02	3.032249999999999668e-01	1.694335754801863311e-02
6.070299999999999727e+02	3.038299999999999890e-01	1.728306319300294824e-02
6.073799999999999955e+02	3.031810000000000338e-01	1.666244502866651503e-02
6.077300000000000182e+02	3.035269999999999913e-01	1.685207234536255719e-02
6.080800000000000409e+02	3.026270000000000349e-01	1.663913920383035955e-02
6.084199999999999591e+02	3.021900000000000142e-01	1.642655106831619749e-02
6.087699999999999818e+02	3.022050000000000014e-01	1.654520617043566191e-02
6.091200000000000045e+02	3.022330000000000294e-01	1.636523069396416535e-02
6.094700000000000273e+02	2.992529999999999912e-01	1.619500924839363878e-02
6.098099999999999454e+02	2.998200000000000309e-01	1.689318310904003653e-02
6.101599999999999682e+02	2.976730000000000209e-01	1.708927792831257259e-02
6.105099999999999909e+02	2.974559999999999982e-01	1.645874297886823490e-02
6.108600000000000136e+02	2.990050000000000763e-01	1.660968929069214436e-02
6.112000000000000455e+02	2.987150000000000083e-01	1.700540876374990670e-02
6.115499999999999545e+02	2.994320000000000315e-01	1.677746523034858231e-02
6.118999999999999773e+02	2.990099999999999980e-01	1.685780709345080161e-02
6.122400000000000091e+02	2.987870000000000248e-01	1.633329837071088170e-02
6.125900000000000318e+02	2.957150000000000056e-01	1.612076599020998910e-02
6.129400000000000546e+02	2.955149999999999721e-01	1.624818165894947875e-02
6.132799999999999727e+02	2.957470000000000376e-01	1.607346799680903562e-02
6.136299999999999955e+02	2.971509999999999985e-01	1.624397395617490844e-02
6.139800000000000182e+02	2.965209999999999790e-01	1.572710225834513323e-02
6.143300000000000409e+02	2.947040000000000215e-01	1.570196577926895667e-02
6.146699999999999591e+02	2.938060000000000116e-01	1.606381241590343692e-02
6.150199999999999818e+02	2.933940000000000436e-01	1.616075219646522301e-02
6.153700000000000045e+02	2.927330000000000210e-01	1.621034368338108642e-02
6.157100000000000364e+02	2.926659999999999817e-01	1.630905135193337976e-02
6.160599999999999454e+02	2.932310000000000194e-01	1.640066004430580995e-02
6.164099999999999682e+02	2.939189999999999858e-01	1.628359757206277944e-02
6.167500000000000000e+02	2.925069999999999615e-01	1.620040253615117123e-02
6.171000000000000227e+02	2.897939999999999960e-01	1.629061312535534656e-02
6.174500000000000455e+02	2.917980000000000018e-01	1.593114063015507037e-02
6.177899999999999636e+02	2.903640000000000110e-01	1.625122396757993151e-02
6.181399999999999864e+02	2.910769999999999746e-01	1.629706101997807632e-02
6.184800000000000182e+02	2.917910000000000226e-01	1.594149786981553796e-02
6.188300000000000409e+02	2.903439999999999910e-01	1.572684048229508816e-02
6.191799999999999500e+02	2.899049999999999683e-01	1.634244713417587827e-02
6.195199999999999818e+02	2.891069999999999474e-01	1.671091672796225572e-02
6.198700000000000045e+02	2.904890000000000527e-01	1.646124245682026657e-02
6.202200000000000273e+02	2.910320000000000129e-01	1.644060263831928839e-02
6.205599999999999454e+02	2.883980000000000432e-01	1.622949159195485533e-02
6.209099999999999682e+02	2.877820000000000378e-01	1.639509722108682330e-02
6.212500000000000000e+02	2.869479999999999809e-01	1.602247621312012302e-02
6.216000000000000227e+02	2.862460000000000004e-01	1.610521159266293384e-02
6.219500000000000455e+02	2.833499999999999908e-01	1.551586865115840014e-02
6.222899999999999636e+02	2.825740000000000474e-01	1.511870028217445795e-02
6.226399999999999864e+02	2.823049999999999726e-01	1.514219955033687531e-02
6.229800000000000182e+02	2.838890000000000025e-01	1.540773971814887039e-02
6.233300000000000409e+02	2.830579999999999763e-01	1.551595872355656519e-02
6.236699999999999591e+02	2.831759999999999833e-01	1.562630013790852410e-02
6.240199999999999818e+02	2.819720000000000004e-01	1.554658381910458027e-02
6.243700000000000045e+02	2.834200000000000608e-01	1.609778314620438980e-02
6.247100000000000364e+02	2.804989999999999428e-01	1.597833230416184983e-02
6.250599999999999454e+02	2.792299999999999782e-01	1.561020599194998422e-02
6.253999999999999773e+02	2.784470000000000001e-01	1.609561010199847889e-02
6.257500000000000000e+02	2.784260000000000068e-01	1.592726692045925638e-02
6.260900000000000318e+02	2.782009999999999761e-01	1.591812778284905708e-02
6.264400000000000546e+02	2.772850000000000037e-01	1.608384436148411686e-02
6.267799999999999727e+02	2.757789999999999964e-01	1.564852974634429669e-02
6.271299999999999955e+02	2.763220000000000676e-01	1.530382129476890417e-02
6.274700000000000273e+02	2.756579999999999586e-01	1.502596898705704613e-02
6.278200000000000500e+02	2.760540000000000216e-01	1.517299649596831092e-02
6.281599999999999682e+02	2.758390000000000564e-01	1.553551790432348804e-02
6.285099999999999909e+02	2.750620000000000287e-01	1.520362944972168152e-02
6.288500000000000227e+02	2.723829999999999307e-01	1.478941145624876503e-02
6.292000000000000455e+02	2.729909999999999837e-01	1.488283287325814670e-02
6.295399999999999636e+02	2.741630000000000456e-01	1.456613599719874114e-02
6.298899999999999864e+02	2.736290000000000111e-01	1.464574207747766817e-02
6.302300000000000182e+02	2.727259999999999684e-01	1.508260058625317084e-02
6.305800000000000409e+02	2.726570000000000382e-01	1.448175726369022032e-02
6.309199999999999591e+02	2.733990000000000031e-01	1.492222827045463877e-02
6.312699999999999818e+02	2.706640000000000157e-01	1.486312007023499367e-02
6.316100000000000136e+02	2.699819999999999998e-01	1.445827489325365173e-02
6.319600000000000364e+02	2.703569999999999585e-01	1.482689336232569620e-02
6.322999999999999545e+02	2.691519999999999468e-01	1.431503140059427193e-02
6.326499999999999773e+02	2.686990000000000212e-01	1.418206750716473168e-02
6.329900000000000091e+02	2.653599999999999848e-01	1.446047432755155800e-02
6.333400000000000318e+02	2.655939999999999968e-01	1.432673671457979948e-02
6.336799999999999500e+02	2.671470000000000233e-01	1.457721151889711242e-02
6.340199999999999818e+02	2.673109999999999653e-01	1.477635434289076115e-02
6.343700000000000045e+02	2.671379999999999866e-01	1.443524373808000028e-02
6.347100000000000364e+02	2.661600000000000077e-01	1.413702546113887980e-02
6.350599999999999454e+02	2.634880000000000000e-01	1.470565452848363042e-02
6.353999999999999773e+02	2.622829999999999884e-01	1.487723354286303069e-02
6.357500000000000000e+02	2.603329999999999811e-01	1.393418036101633749e-02
6.360900000000000318e+02	2.599870000000000236e-01	1.385914083035292253e-02
6.364299999999999500e+02	2.603620000000000378e-01	1.369367273191852280e-02
6.367799999999999727e+02	2.588080000000000380e-01	1.406222969517991785e-02
6.371200000000000045e+02	2.587149999999999728e-01	1.429406265629971744e-02
6.374700000000000273e+02	2.586639999999999495e-01	1.387251520893821762e-02
6.378099999999999454e+02	2.568570000000000020e-01	1.327587369378502476e-02
6.381499999999999773e+02	2.554029999999999356e-01	1.337926555449803906e-02
6.385000000000000000e+02	2.549540000000000139e-01	1.344702157852561107e-02
6.388400000000000318e+02	2.526569999999999649e-01	1.339624989398981864e-02
6.391799999999999500e+02	2.542240000000000055e-01	1.354055826848443549e-02
6.395299999999999727e+02	2.542650000000000188e-01	1.368160868140552711e-02
6.398700000000000045e+02	2.542189999999999728e-01	1.319247213375870746e-02
6.402200000000000273e+02	2.540650000000000408e-01	1.332635110932053890e-02
6.405599999999999454e+02	2.524499999999999522e-01	1.369765868071376978e-02
6.408999999999999773e+02	2.515370000000000106e-01	1.361303142417424721e-02
6.412500000000000000e+02	2.492239999999999733e-01	1.312079225250264124e-02
6.415900000000000318e+02	2.483950000000000047e-01	1.269844813353191056e-02
6.419299999999999500e+02	2.475489999999999635e-01	1.315879000263069087e-02
6.422799999999999727e+02	2.466130000000000266e-01	1.303379155630982750e-02
6.426200000000000045e+02	2.453870000000000218e-01	1.290943066564560239e-02
6.429600000000000364e+02	2.461189999999999767e-01	1.355481812247340268e-02
6.433099999999999454e+02	2.482829999999999759e-01	1.357260574752607550e-02
6.436499999999999773e+02	2.466079999999999939e-01	1.342215364404849946e-02
6.439900000000000091e+02	2.461979999999999724e-01	1.334731973094223541e-02
6.443300000000000409e+02	2.460519999999999929e-01	1.301361610006995274e-02
6.446799999999999500e+02	2.444370000000000154e-01	1.290405931394372589e-02
6.450199999999999818e+02	2.442110000000000114e-01	1.329601598224069287e-02
6.453600000000000136e+02	2.423619999999999663e-01	1.335717741307812338e-02
6.457100000000000364e+02	2.428799999999999848e-01	1.314453253469120321e-02
6.460499999999999545e+02	2.411669999999999925e-01	1.299784033770397425e-02
6.463899999999999864e+02	2.403910000000000213e-01	1.323273251784713028e-02
6.467400000000000091e+02	2.391399999999999915e-01	1.324040147091888782e-02
6.470800000000000409e+02	2.390470000000000095e-01	1.270140771288320175e-02
6.474199999999999591e+02	2.390460000000000085e-01	1.202374402773297331e-02
6.477599999999999909e+02	2.366349999999999842e-01	1.177732597927993834e-02
6.481100000000000136e+02	2.353600000000000136e-01	1.165570504088019738e-02
6.484500000000000455e+02	2.341670000000000140e-01	1.191843642336434111e-02
6.487899999999999636e+02	2.343639999999999612e-01	1.245896671299653348e-02
6.491299999999999955e+02	2.328759999999999997e-01	1.256425142130552196e-02
6.494800000000000182e+02	2.323470000000000257e-01	1.208330952181561890e-02
6.498200000000000500e+02	2.329110000000000069e-01	1.248000413550501286e-02
6.501599999999999682e+02	2.321730000000000183e-01	1.293078781221177094e-02
6.505000000000000000e+02	2.305349999999999899e-01	1.212460695811987642e-02
6.508400000000000318e+02	2.314460000000000406e-01	1.222369004115460116e-02
6.511900000000000546e+02	2.298179999999999945e-01	1.242280624943942202e-02
6.515299999999999727e+02	2.281610000000000027e-01	1.171051440657782348e-02
6.518700000000000045e+02	2.276209999999999900e-01	1.164027390380293486e-02
6.522100000000000364e+02	2.270220000000000016e-01	1.121989659290831103e-02
6.525499999999999545e+02	2.259960000000000024e-01	1.133847022799421532e-02
6.528999999999999773e+02	2.252959999999999963e-01	1.154282443771886824e-02
6.532400000000000091e+02	2.249629999999999685e-01	1.196954886832043985e-02
6.535800000000000409e+02	2.249120000000000563e-01	1.188505249836486338e-02
6.539199999999999591e+02	2.320289999999999853e-01	1.148296694625952803e-02
6.542599999999999909e+02	2.232379999999999920e-01	1.145063082202121656e-02
6.546100000000000136e+02	2.229810000000000125e-01	1.194476291099995195e-02
6.549500000000000455e+02	2.227580000000000116e-01	1.175566310809862680e-02
6.552899999999999636e+02	2.213369999999999782e-01	1.142954514988822091e-02
6.556299999999999955e+02	2.181760000000000088e-01	1.120566247731724120e-02
6.559700000000000273e+02	2.180880000000000041e-01	1.089397701076659682e-02
6.563099999999999454e+02	2.178670000000000329e-01	1.136582079452836368e-02
6.566599999999999682e+02	2.160239999999999938e-01	1.095508640870633023e-02
6.570000000000000000e+02	2.169220000000000037e-01	1.073931332379620719e-02
6.573400000000000318e+02	2.143419999999999770e-01	1.057177214199313785e-02
6.576799999999999500e+02	2.142399999999999860e-01	1.065956190469382996e-02
6.580199999999999818e+02	2.132660000000000111e-01	1.060405899224967259e-02
6.583600000000000136e+02	2.129540000000000322e-01	1.054304902135367455e-02
6.587000000000000455e+02	2.124490000000000267e-01	1.117079112387897588e-02
6.590399999999999636e+02	2.111879999999999868e-01	1.130026172754910845e-02
6.593899999999999864e+02	2.098850000000000160e-01	1.109357103611516293e-02
6.597300000000000182e+02	2.105469999999999842e-01	1.073618316721543231e-02
6.600700000000000500e+02	2.084760000000000224e-01	1.044691099480288266e-02
6.604099999999999682e+02	2.079920000000000102e-01	1.042177440639442156e-02
6.607500000000000000e+02	2.076039999999999830e-01	1.027002122685245246e-02
6.610900000000000318e+02	2.075530000000000153e-01	1.018614713443922667e-02
6.614299999999999500e+02	2.068399999999999961e-01	1.046083245041022104e-02
6.617699999999999818e+02	2.051459999999999950e-01	1.071256605839868668e-02
6.621100000000000136e+02	2.044020000000000281e-01	1.072588372945454914e-02
6.624500000000000455e+02	2.039930000000000077e-01	1.065956587087652473e-02
6.627899999999999636e+02	2.032699999999999785e-01	1.041730174064068974e-02
6.631299999999999955e+02	2.022190000000000099e-01	9.817183964864873921e-03
6.634700000000000273e+02	2.022919999999999996e-01	9.964869380868863688e-03
6.638200000000000500e+02	2.001710000000000156e-01	9.730348908897812690e-03
6.641599999999999682e+02	1.999559999999999949e-01	9.925702908218753465e-03
6.645000000000000000e+02	1.999609999999999999e-01	9.844726670772645585e-03
6.648400000000000318e+02	1.980540000000000078e-01	9.654489709744140669e-03
6.651799999999999500e+02	1.975580000000000391e-01	9.725770212287675187e-03
6.655199999999999818e+02	1.972309999999999897e-01	9.656776486546175473e-03
6.658600000000000136e+02	1.976670000000000094e-01	9.762081067978168811e-03
6.662000000000000455e+02	1.987480000000000080e-01	1.014174703337097222e-02
6.665399999999999636e+02	1.981620000000000048e-01	1.006502059389624733e-02
6.668799999999999955e+02	1.957739999999999758e-01	9.959184058501536346e-03
6.672200000000000273e+02	1.948009999999999742e-01	9.779111349083708174e-03
6.675599999999999454e+02	1.947589999999999877e-01	9.658399159971251327e-03
6.678999999999999773e+02	1.945810000000000040e-01	9.501662597204297428e-03
6.682400000000000091e+02	1.952200000000000324e-01	9.875037440154060472e-03
6.685800000000000409e+02	1.940810000000000035e-01	9.850346011971128357e-03
6.689199999999999591e+02	1.929980000000000029e-01	9.637353117485687390e-03
6.692599999999999909e+02	1.935099999999999876e-01	1.000122170314985022e-02
6.696000000000000227e+02	1.934369999999999978e-01	1.001767172439673066e-02
6.699400000000000546e+02	1.924829999999999874e-01	9.560418871576705988e-03
6.702799999999999727e+02	1.914180000000000048e-01	9.563799547134899451e-03
6.706200000000000045e+02	1.915439999999999920e-01	1.003241858510033925e-02
6.709600000000000364e+02	1.913139999999999841e-01	9.865789623182163667e-03
6.712999999999999545e+02	1.903140000000000387e-01	9.777152868919570736e-03
6.716299999999999955e+02	1.920020000000000060e-01	9.794811755890631827e-03
6.719700000000000273e+02	1.916190000000000115e-01	9.648519684962615639e-03
6.723099999999999454e+02	1.899769999999999792e-01	9.933091837109152625e-03
6.726499999999999773e+02	1.892649999999999888e-01	9.911139103722302682e-03
6.729900000000000091e+02	1.885360000000000091e-01	9.927266738074929861e-03
6.733300000000000409e+02	1.882370000000000154e-01	1.004851598219580304e-02
6.736699999999999591e+02	1.886120000000000019e-01	1.030856373226756578e-02
6.740099999999999909e+02	1.882780000000000009e-01	9.705890170406832745e-03
6.743500000000000227e+02	1.882479999999999987e-01	9.578058699154255728e-03
6.746900000000000546e+02	1.874960000000000238e-01	9.867742081032407006e-03
6.750299999999999727e+02	1.865290000000000004e-01	9.607066895433452255e-03
6.753700000000000045e+02	1.875069999999999792e-01	9.477072573086879614e-03
6.757000000000000455e+02	1.874199999999999755e-01	9.697702591622175614e-03
6.760399999999999636e+02	1.863860000000000239e-01	9.396560268996783163e-03
6.763799999999999955e+02	1.872820000000000040e-01	9.349619100975897767e-03
6.767200000000000273e+02	1.869599999999999873e-01	9.356040473049125408e-03
6.770599999999999454e+02	1.865990000000000149e-01	9.235729707079037495e-03
6.773999999999999773e+02	1.867779999999999996e-01	9.035409330947756501e-03
6.777400000000000091e+02	1.854370000000000185e-01	9.198741828218804165e-03
6.780800000000000409e+02	1.850789999999999935e-01	9.164021612322346966e-03
6.784099999999999682e+02	1.857860000000000067e-01	9.141102073115204771e-03
6.787500000000000000e+02	1.850180000000000158e-01	9.013464594704968108e-03
6.790900000000000318e+02	1.859129999999999949e-01	8.899014308712318091e-03
6.794299999999999500e+02	1.862079999999999846e-01	9.279862522928042715e-03
6.797699999999999818e+02	1.866659999999999708e-01	9.357285361328538179e-03
6.801100000000000136e+02	1.853199999999999847e-01	9.554852403069578545e-03
6.804400000000000546e+02	1.870040000000000036e-01	9.542336680988220896e-03
6.807799999999999727e+02	1.873159999999999825e-01	9.455493077218837805e-03
6.811200000000000045e+02	1.889400000000000246e-01	9.807573604108204418e-03
6.814600000000000364e+02	1.882929999999999882e-01	9.802880081327574810e-03
6.817999999999999545e+02	1.877840000000000065e-01	1.005247334960130377e-02
6.821399999999999864e+02	1.882179999999999964e-01	9.946633467326186293e-03
6.824700000000000273e+02	1.882399999999999629e-01	9.769570785522428344e-03
6.828099999999999454e+02	1.898979999999999835e-01	9.802045908890650791e-03
6.831499999999999773e+02	1.901380000000000015e-01	9.728828158279563196e-03
6.834900000000000091e+02	1.904460000000000042e-01	9.878337264495027498e-03
6.838300000000000409e+02	1.901039999999999952e-01	1.043299767298183807e-02
6.841599999999999682e+02	1.923680000000000112e-01	1.040690548519480375e-02
6.845000000000000000e+02	1.921309999999999962e-01	1.044742429182109016e-02
6.848400000000000318e+02	1.919010000000000438e-01	1.026840206653401553e-02
6.851799999999999500e+02	1.922000000000000097e-01	1.021874693340083136e-02
6.855099999999999909e+02	1.930480000000000251e-01	1.029284398664107210e-02
6.858500000000000227e+02	1.946470000000000145e-01	1.058720832472428118e-02
6.861900000000000546e+02	1.950069999999999859e-01	1.063685083408931996e-02
6.865299999999999727e+02	1.945110000000000172e-01	1.092669101583620440e-02
6.868600000000000136e+02	1.954870000000000219e-01	1.086462220542742246e-02
6.872000000000000455e+02	1.956900000000000028e-01	1.092442594474520891e-02
6.875399999999999636e+02	1.982269999999999865e-01	1.113810636708253282e-02
6.878799999999999955e+02	1.980439999999999978e-01	1.102134920153708710e-02
6.882100000000000364e+02	1.988820000000000032e-01	1.109205840029502815e-02
6.885499999999999545e+02	2.005300000000000138e-01	1.126254648529067398e-02
6.888899999999999864e+02	2.008010000000000073e-01	1.143557465397636308e-02
6.892200000000000273e+02	2.000529999999999808e-01	1.148281886123786455e-02
6.895599999999999454e+02	2.030349999999999933e-01	1.170347699997265588e-02
6.898999999999999773e+02	2.054279999999999995e-01	1.205342310069817784e-02
6.902400000000000091e+02	2.061219999999999997e-01	1.224466185731561997e-02
6.905700000000000500e+02	2.063209999999999766e-01	1.188909803606275073e-02
6.909099999999999682e+02	2.068190000000000028e-01	1.186836368483690923e-02
6.912500000000000000e+02	2.089300000000000046e-01	1.206605154969926479e-02
6.915800000000000409e+02	2.108679999999999721e-01	1.230470314780310326e-02
6.919199999999999591e+02	2.117749999999999910e-01	1.252594287868182693e-02
6.922599999999999909e+02	2.120730000000000115e-01	1.223890055428909079e-02
6.925900000000000318e+02	2.136049999999999893e-01	1.259628042540954229e-02
6.929299999999999500e+02	2.151289999999999869e-01	1.258873503926779928e-02
6.932699999999999818e+02	2.162709999999999633e-01	1.269868527315590363e-02
