landa_plot	R_plot	R_ste_plot
5.273799999999999955e+02	2.857830000000000092e-01	1.646039698792225656e-02
5.277300000000000182e+02	2.847840000000000371e-01	1.640711682979878461e-02
5.280900000000000318e+02	2.861659999999999759e-01	1.626920111403411598e-02
5.284500000000000455e+02	2.855429999999999913e-01	1.552027119250462377e-02
5.288099999999999454e+02	2.856000000000000205e-01	1.580170947151675331e-02
5.291599999999999682e+02	2.851340000000000541e-01	1.600125038169760219e-02
5.295199999999999818e+02	2.866910000000000291e-01	1.608902472356717184e-02
5.298799999999999955e+02	2.851899999999999991e-01	1.555401270126494269e-02
5.302300000000000182e+02	2.852829999999999533e-01	1.581781499519519657e-02
5.305900000000000318e+02	2.848259999999999681e-01	1.594539656313243015e-02
5.309500000000000455e+02	2.867709999999999981e-01	1.582900596654410533e-02
5.312999999999999545e+02	2.860659999999999870e-01	1.572408246395742490e-02
5.316599999999999682e+02	2.865019999999999789e-01	1.551069085072186160e-02
5.320199999999999818e+02	2.865950000000000442e-01	1.582753235837967495e-02
5.323700000000000045e+02	2.838289999999999980e-01	1.570237897404225605e-02
5.327300000000000182e+02	2.836660000000000292e-01	1.536569347605242115e-02
5.330900000000000318e+02	2.838659999999999517e-01	1.566459519638687195e-02
5.334400000000000546e+02	2.836449999999999805e-01	1.567434409402121420e-02
5.337999999999999545e+02	2.842399999999999927e-01	1.563892863622342103e-02
5.341499999999999773e+02	2.854419999999999735e-01	1.562397394319952650e-02
5.345099999999999909e+02	2.831770000000000120e-01	1.508520865321760253e-02
5.348700000000000045e+02	2.846700000000000341e-01	1.495218757685086268e-02
5.352200000000000273e+02	2.845179999999999931e-01	1.518929775276731294e-02
5.355800000000000409e+02	2.846120000000000316e-01	1.567163026334883122e-02
5.359400000000000546e+02	2.845739999999999936e-01	1.540976993122653016e-02
5.362899999999999636e+02	2.853859999999999730e-01	1.522361069742216542e-02
5.366499999999999773e+02	2.844009999999999594e-01	1.550779821394528309e-02
5.370000000000000000e+02	2.850560000000000316e-01	1.543905626073764116e-02
5.373600000000000136e+02	2.852100000000000746e-01	1.588222444537707931e-02
5.377200000000000273e+02	2.851149999999999518e-01	1.572811200437681731e-02
5.380700000000000500e+02	2.854839999999999600e-01	1.588417928492232706e-02
5.384299999999999500e+02	2.851830000000000753e-01	1.571296782561743682e-02
5.387799999999999727e+02	2.843749999999999889e-01	1.582622024433573416e-02
5.391399999999999864e+02	2.837500000000000022e-01	1.560999188554134526e-02
5.394900000000000091e+02	2.850719999999999921e-01	1.545197583913893169e-02
5.398500000000000227e+02	2.866619999999999724e-01	1.583679890494147507e-02
5.402100000000000364e+02	2.860320000000000085e-01	1.625806458346134090e-02
5.405599999999999454e+02	2.881399999999999517e-01	1.616399407462290952e-02
5.409199999999999591e+02	2.882549999999999835e-01	1.654246328896233700e-02
5.412699999999999818e+02	2.865679999999999894e-01	1.650222670496991756e-02
5.416299999999999955e+02	2.875090000000000146e-01	1.650175697379592174e-02
5.419800000000000182e+02	2.880749999999999700e-01	1.617618395117409111e-02
5.423400000000000318e+02	2.885429999999999939e-01	1.631338591804629493e-02
5.426900000000000546e+02	2.886799999999999922e-01	1.595564414243435744e-02
5.430499999999999545e+02	2.883349999999999524e-01	1.573857132087350813e-02
5.434099999999999682e+02	2.873160000000000158e-01	1.566573856825425812e-02
5.437599999999999909e+02	2.875050000000000106e-01	1.622947991567607814e-02
5.441200000000000045e+02	2.870229999999999726e-01	1.652392313183121547e-02
5.444700000000000273e+02	2.881839999999999957e-01	1.663617244974870471e-02
5.448300000000000409e+02	2.888019999999999476e-01	1.683554505602159745e-02
5.451799999999999500e+02	2.891219999999999901e-01	1.655468351320019127e-02
5.455399999999999636e+02	2.898770000000000513e-01	1.664636717458531021e-02
5.458899999999999864e+02	2.891789999999999639e-01	1.617875970043576930e-02
5.462500000000000000e+02	2.897560000000000136e-01	1.629687312884830347e-02
5.466000000000000227e+02	2.893270000000000008e-01	1.635039850346841836e-02
5.469600000000000364e+02	2.901130000000000098e-01	1.607578137378640193e-02
5.473099999999999454e+02	2.887220000000000342e-01	1.586512708216777576e-02
5.476699999999999591e+02	2.886659999999999782e-01	1.594429136434451916e-02
5.480199999999999818e+02	2.898720000000000185e-01	1.623036111051684785e-02
5.483700000000000045e+02	2.880289999999999795e-01	1.593016275637021070e-02
5.487300000000000182e+02	2.893849999999999478e-01	1.620029096103592012e-02
5.490800000000000409e+02	2.911750000000000727e-01	1.617513024161887358e-02
5.494400000000000546e+02	2.901179999999999870e-01	1.598324663167308146e-02
5.497899999999999636e+02	2.909620000000000539e-01	1.600787874072569922e-02
5.501499999999999773e+02	2.906369999999999787e-01	1.627747318979344895e-02
5.505000000000000000e+02	2.907939999999999969e-01	1.654558190105275342e-02
5.508600000000000136e+02	2.912510000000000376e-01	1.593030239302861695e-02
5.512100000000000364e+02	2.911839999999999984e-01	1.607645021624971512e-02
5.515700000000000500e+02	2.907019999999999604e-01	1.660389544655109170e-02
5.519199999999999591e+02	2.914080000000000004e-01	1.659047134820332628e-02
5.522699999999999818e+02	2.914430000000000076e-01	1.652164163554377049e-02
5.526299999999999955e+02	2.925649999999999640e-01	1.690599323382752789e-02
5.529800000000000182e+02	2.934879999999999711e-01	1.714891475672245674e-02
5.533400000000000318e+02	2.935699999999999976e-01	1.683746022019552355e-02
5.536900000000000546e+02	2.938889999999999558e-01	1.654224897043929735e-02
5.540399999999999636e+02	2.943399999999999350e-01	1.649360037509497653e-02
5.543999999999999773e+02	2.949620000000000575e-01	1.637964840214153894e-02
5.547500000000000000e+02	2.945540000000000380e-01	1.646880810637018494e-02
5.551100000000000136e+02	2.962569999999999926e-01	1.709276032905939630e-02
5.554600000000000364e+02	2.981489999999999974e-01	1.685836847582430562e-02
5.558099999999999454e+02	2.954410000000000647e-01	1.640973149282664786e-02
5.561699999999999591e+02	2.945859999999999590e-01	1.607938799277579267e-02
5.565199999999999818e+02	2.945639999999999925e-01	1.578134730201026514e-02
5.568799999999999955e+02	2.948179999999999690e-01	1.565067139489904197e-02
5.572300000000000182e+02	2.968070000000000430e-01	1.578617032229300346e-02
5.575800000000000409e+02	2.949810000000000487e-01	1.602362571330221558e-02
5.579400000000000546e+02	2.962309999999999666e-01	1.639293516189892566e-02
5.582899999999999636e+02	2.962259999999999893e-01	1.599251965416609647e-02
5.586399999999999864e+02	2.971160000000000467e-01	1.631042721696768227e-02
5.590000000000000000e+02	2.967870000000000230e-01	1.624018568927776060e-02
5.593500000000000227e+02	2.957839999999999914e-01	1.592338840266801711e-02
