191.457733	0.066659	0.353647	0.068575	0.399729	0.084415	0.455848	0.121951	0.514242	0.197523	0.587060	
193.053986	0.067012	0.349926	0.068781	0.397472	0.083749	0.452242	0.121266	0.514035	0.195701	0.585706	
194.650345	0.067498	0.348850	0.068559	0.397181	0.083917	0.450388	0.120980	0.510746	0.193081	0.583359	
196.246765	0.068107	0.349297	0.068784	0.395888	0.083429	0.450589	0.119150	0.512056	0.190502	0.584042	
197.843262	0.067928	0.349668	0.069017	0.396171	0.082748	0.449489	0.117378	0.511647	0.189458	0.581302	
199.439835	0.068464	0.349404	0.068393	0.395756	0.082316	0.449322	0.116865	0.511133	0.186991	0.581019	
201.036469	0.068085	0.349056	0.068127	0.394253	0.081269	0.448682	0.115172	0.509097	0.185415	0.578701	
202.633194	0.068634	0.348587	0.068030	0.395118	0.080337	0.448205	0.113467	0.508492	0.182138	0.578956	
204.229980	0.068687	0.350679	0.067755	0.395208	0.079445	0.448268	0.112537	0.509799	0.180908	0.578889	
205.826859	0.069199	0.351139	0.067897	0.395982	0.079132	0.449208	0.111194	0.510726	0.179388	0.580039	
207.423782	0.069200	0.352711	0.067476	0.398233	0.078470	0.450385	0.110248	0.512309	0.177908	0.581032	
209.020782	0.069340	0.354152	0.067533	0.399877	0.077783	0.452637	0.109672	0.513583	0.176552	0.582417	
210.617874	0.069898	0.354871	0.067463	0.401038	0.077702	0.454256	0.108336	0.516034	0.175058	0.583741	
212.215012	0.070174	0.356769	0.067529	0.402275	0.076831	0.454281	0.107428	0.515658	0.173517	0.584873	
213.812225	0.070407	0.357558	0.067261	0.402514	0.075913	0.455744	0.106155	0.516822	0.171543	0.584792	
215.409500	0.070426	0.358134	0.066870	0.402886	0.075311	0.455516	0.104940	0.517018	0.169459	0.584853	
217.006866	0.070566	0.358293	0.066499	0.403629	0.074588	0.456015	0.103661	0.515809	0.167762	0.584414	
218.604279	0.070505	0.358531	0.066249	0.403240	0.073562	0.455400	0.102085	0.516230	0.166029	0.583372	
220.201752	0.070292	0.357782	0.065761	0.402573	0.072758	0.454565	0.100824	0.515787	0.163729	0.582660	
221.799316	0.070260	0.357433	0.065405	0.402821	0.071933	0.453968	0.099293	0.514896	0.161777	0.581578	
223.396927	0.070222	0.357302	0.065046	0.402114	0.071120	0.453893	0.098144	0.513471	0.159633	0.580494	
224.994598	0.070229	0.357800	0.064714	0.401882	0.070556	0.453676	0.096973	0.513408	0.157940	0.580574	
226.592361	0.070270	0.358378	0.064451	0.402672	0.069675	0.453707	0.095595	0.514055	0.156292	0.581066	
228.190155	0.070138	0.358822	0.063974	0.402672	0.069026	0.453646	0.094311	0.513600	0.154450	0.579860	
229.788040	0.069747	0.358049	0.063412	0.401328	0.067932	0.453012	0.093140	0.511767	0.152142	0.578658	
231.385986	0.069109	0.356098	0.062817	0.399620	0.066904	0.450870	0.091604	0.509743	0.149970	0.575683	
232.983978	0.069265	0.355429	0.062299	0.398387	0.066162	0.449159	0.090074	0.508405	0.148029	0.573875	
234.582062	0.069038	0.355706	0.061926	0.399296	0.065602	0.449105	0.089110	0.508407	0.146904	0.574283	
236.180176	0.069296	0.356847	0.061848	0.400367	0.065098	0.450659	0.088301	0.510253	0.145788	0.576503	
237.778351	0.069353	0.358024	0.061628	0.401702	0.064544	0.452189	0.087531	0.511690	0.144665	0.578149	
239.376617	0.069479	0.359488	0.061529	0.402679	0.064033	0.453726	0.086709	0.513298	0.143433	0.579662	
240.974899	0.069356	0.359331	0.061175	0.403768	0.063479	0.453919	0.085836	0.513448	0.142312	0.580436	
242.573273	0.069142	0.359680	0.060710	0.402908	0.062715	0.453213	0.084738	0.513323	0.140694	0.579545	
244.171677	0.068823	0.359684	0.060304	0.402545	0.062017	0.453608	0.083512	0.513559	0.139208	0.580112	
245.770172	0.068733	0.359494	0.059821	0.403095	0.061365	0.453346	0.082384	0.513516	0.137782	0.580393	
247.368698	0.068411	0.359277	0.059391	0.402344	0.060642	0.452909	0.081682	0.512242	0.136706	0.579622	
248.967316	0.068199	0.359069	0.059109	0.402251	0.059971	0.452826	0.080648	0.513207	0.135403	0.579701	
250.565964	0.067925	0.358817	0.058725	0.402307	0.059303	0.453201	0.079787	0.512869	0.134408	0.579956	
252.164673	0.067792	0.359107	0.058309	0.402729	0.058807	0.452194	0.078932	0.513276	0.133237	0.580785	
253.763428	0.067604	0.358757	0.058163	0.402068	0.058281	0.453064	0.078119	0.513913	0.132189	0.581489	
255.362228	0.067484	0.359709	0.057741	0.403145	0.058044	0.454030	0.077838	0.514680	0.131527	0.582213	
256.961121	0.067508	0.360078	0.057523	0.403447	0.057653	0.454256	0.077133	0.515503	0.130997	0.582863	
