Array_1	Array_2	Array_3	Array_4	Array_5	Array_6	Array_7	Array_8	Array_9	Array_10	Array_11
3.624800000000000182e+02	-9.858999999999999708e-02	2.535200000000000231e-01	5.493000000000000105e-01	5.211299999999999821e-01	1.971799999999999942e-01	2.817000000000000060e-02	-1.690099999999999936e-01	4.224999999999999589e-02	5.634000000000000119e-02	-1.267600000000000116e-01
3.628500000000000227e+02	-1.643799999999999983e-01	3.287700000000000067e-01	2.602700000000000014e-01	-2.740000000000000074e-02	-2.602700000000000014e-01	6.848999999999999533e-02	-1.370000000000000037e-02	-2.876699999999999813e-01	2.740000000000000074e-02	1.370000000000000037e-02
3.632300000000000182e+02	-2.083299999999999874e-01	5.208300000000000152e-01	4.166999999999999871e-02	6.875000000000000000e-01	2.083000000000000129e-02	-1.458300000000000152e-01	-2.916700000000000403e-01	-2.500000000000000000e-01	4.583299999999999597e-01	8.333000000000000129e-02
3.636000000000000227e+02	-7.916699999999999848e-01	1.041699999999999987e-01	-1.041699999999999987e-01	1.041699999999999987e-01	-1.458300000000000152e-01	-8.333000000000000129e-02	-3.541700000000000403e-01	-3.333299999999999597e-01	-3.958299999999999597e-01	-8.333000000000000129e-02
3.639700000000000273e+02	5.062999999999999445e-02	1.265799999999999981e-01	-3.797000000000000375e-02	1.772200000000000164e-01	1.519000000000000072e-01	-5.062999999999999445e-02	-1.265999999999999938e-02	-1.898699999999999832e-01	1.012700000000000128e-01	8.861000000000000820e-02
3.643500000000000227e+02	-5.714299999999999935e-01	-1.586999999999999869e-02	-1.111100000000000004e-01	3.175000000000000044e-02	-2.539699999999999736e-01	-1.746000000000000052e-01	-2.857100000000000195e-01	-6.349000000000000477e-02	-1.746000000000000052e-01	-4.127000000000000113e-01
3.647200000000000273e+02	-5.925899999999999501e-01	2.222200000000000009e-01	0.000000000000000000e+00	-1.666700000000000126e-01	-1.481500000000000039e-01	-2.777799999999999714e-01	-9.259000000000000563e-02	-9.259000000000000563e-02	5.555999999999999828e-02	-1.111100000000000004e-01
3.650899999999999750e+02	-1.066670000000000007e+00	-4.666700000000000292e-01	-2.222200000000000009e-01	-2.666700000000000181e-01	-6.222199999999999953e-01	-1.555600000000000038e-01	-5.555599999999999428e-01	-4.000000000000000222e-01	-2.444399999999999906e-01	-5.333299999999999708e-01
3.654700000000000273e+02	-3.230799999999999783e-01	1.537999999999999957e-02	-2.461499999999999799e-01	-6.153999999999999748e-02	4.615000000000000352e-02	7.692000000000000226e-02	-4.615000000000000352e-02	-2.307700000000000307e-01	-2.153800000000000159e-01	-6.615400000000000169e-01
3.658399999999999750e+02	0.000000000000000000e+00	1.234600000000000003e-01	9.877000000000001056e-02	1.358000000000000040e-01	-1.481500000000000039e-01	-1.851899999999999935e-01	7.406999999999999695e-02	1.851899999999999935e-01	-2.098799999999999832e-01	1.235000000000000160e-02
3.662099999999999795e+02	1.296299999999999952e-01	-1.296299999999999952e-01	0.000000000000000000e+00	-9.259000000000000563e-02	1.852000000000000174e-02	-1.481500000000000039e-01	-6.666699999999999848e-01	-3.333299999999999597e-01	-7.406999999999999695e-02	-3.333299999999999597e-01
3.665899999999999750e+02	-4.418599999999999750e-01	-3.255799999999999805e-01	-1.627899999999999903e-01	-2.558099999999999818e-01	2.325999999999999943e-02	-4.185999999999999721e-01	-6.976700000000000124e-01	-9.534900000000000597e-01	-8.837199999999999500e-01	-5.814000000000000279e-01
3.669599999999999795e+02	-7.179499999999999771e-01	-4.102600000000000136e-01	2.564099999999999713e-01	-5.640999999999999348e-01	-5.384599999999999387e-01	-4.871800000000000574e-01	-1.282099999999999906e-01	-5.127999999999999919e-02	-1.538499999999999868e-01	-1.025599999999999984e-01
3.673299999999999841e+02	-1.818199999999999816e-01	1.454499999999999960e-01	1.636400000000000077e-01	-2.545499999999999985e-01	-4.909100000000000130e-01	-2.545499999999999985e-01	-4.363600000000000256e-01	-3.272699999999999498e-01	-1.818199999999999816e-01	-6.727299999999999391e-01
3.677099999999999795e+02	3.647099999999999786e-01	4.117600000000000149e-01	3.176499999999999879e-01	2.470600000000000018e-01	1.882400000000000184e-01	1.529399999999999926e-01	9.412000000000000921e-02	1.058799999999999880e-01	2.117599999999999760e-01	-1.411799999999999999e-01
3.680799999999999841e+02	-3.570999999999999869e-02	2.678599999999999870e-01	8.929000000000000825e-02	8.929000000000000825e-02	1.786000000000000087e-02	3.570999999999999869e-02	-7.142999999999999350e-02	-2.500000000000000000e-01	3.570999999999999869e-02	-3.571400000000000130e-01
3.684499999999999886e+02	-4.067799999999999749e-01	-3.389800000000000590e-01	-4.067799999999999749e-01	-5.593200000000000394e-01	-3.050800000000000178e-01	-2.033899999999999875e-01	-3.050800000000000178e-01	-5.084699999999999775e-01	-1.016900000000000026e-01	-2.711899999999999866e-01
3.688299999999999841e+02	9.412000000000000921e-02	1.411799999999999999e-01	4.823500000000000010e-01	1.882400000000000184e-01	1.647099999999999953e-01	2.588199999999999945e-01	5.881999999999999729e-02	7.058999999999999997e-02	2.352899999999999991e-01	2.470600000000000018e-01
3.691999999999999886e+02	-1.148150000000000004e+00	-2.963000000000000078e-01	-1.296300000000000008e+00	-1.185189999999999966e+00	-8.888899999999999579e-01	-7.406999999999999695e-02	-1.185189999999999966e+00	-1.000000000000000000e+00	-1.037039999999999962e+00	-8.148099999999999232e-01
3.695699999999999932e+02	-1.754000000000000004e-02	-7.017999999999999239e-02	-3.508999999999999619e-02	-1.754400000000000126e-01	7.017999999999999239e-02	2.631600000000000050e-01	-4.035099999999999798e-01	1.403500000000000025e-01	-1.228100000000000025e-01	-5.262999999999999623e-02
3.699499999999999886e+02	-1.062500000000000000e+00	-5.416699999999999848e-01	-6.250000000000000000e-01	-9.166699999999999848e-01	-4.583299999999999597e-01	-9.166699999999999848e-01	-1.145829999999999904e+00	-8.750000000000000000e-01	-6.250000000000000000e-01	-1.020829999999999904e+00
3.703199999999999932e+02	6.153999999999999748e-02	7.692000000000000226e-02	3.076999999999999874e-02	7.692000000000000226e-02	6.153999999999999748e-02	1.537999999999999957e-02	-5.384599999999999387e-01	4.615000000000000352e-02	5.538499999999999535e-01	-6.153999999999999748e-02
3.706899999999999977e+02	-6.764700000000000157e-01	5.881999999999999729e-02	-9.411799999999999056e-01	-1.058820000000000094e+00	-1.088239999999999874e+00	-1.058820000000000094e+00	-5.294100000000000472e-01	-1.176470000000000127e+00	-1.000000000000000000e+00	-8.823499999999999677e-01
3.710699999999999932e+02	-2.592599999999999905e-01	2.222200000000000009e-01	-1.975300000000000111e-01	-2.345700000000000007e-01	-1.851899999999999935e-01	-1.234600000000000003e-01	-1.728399999999999936e-01	-9.877000000000001056e-02	-8.641999999999999682e-02	2.592599999999999905e-01
3.714399999999999977e+02	-5.925899999999999501e-01	-7.406999999999999695e-02	-4.814800000000000191e-01	-4.259300000000000308e-01	-3.333299999999999597e-01	-4.629599999999999826e-01	-2.963000000000000078e-01	-3.888900000000000134e-01	-1.851899999999999935e-01	-7.777800000000000269e-01
3.718100000000000023e+02	-7.045500000000000096e-01	-3.636399999999999633e-01	-8.409099999999999353e-01	-9.090900000000000647e-01	-6.363600000000000367e-01	-3.409099999999999908e-01	-1.136360000000000037e+00	-1.045449999999999990e+00	-2.272699999999999998e-01	-4.545500000000000096e-01
3.721800000000000068e+02	-1.904799999999999827e-01	-8.333000000000000129e-02	2.380999999999999783e-02	-5.951999999999999652e-02	3.570999999999999869e-02	1.666700000000000126e-01	-1.071399999999999991e-01	1.189999999999999912e-02	-2.380999999999999783e-02	-3.570999999999999869e-02
3.725600000000000023e+02	-7.500000000000000000e-01	-3.863600000000000367e-01	-2.273000000000000020e-02	-5.227300000000000280e-01	1.363599999999999812e-01	-2.500000000000000000e-01	-5.000000000000000000e-01	-8.636400000000000743e-01	-2.727299999999999724e-01	-2.272699999999999998e-01
3.729300000000000068e+02	5.356999999999999956e-02	-3.750000000000000000e-01	1.071399999999999991e-01	-1.250000000000000000e-01	1.250000000000000000e-01	-2.142899999999999805e-01	-8.929000000000000825e-02	-3.750000000000000000e-01	3.392900000000000360e-01	-1.786000000000000087e-02
3.733000000000000114e+02	-3.272699999999999498e-01	2.363599999999999868e-01	-1.272699999999999942e-01	7.273000000000000298e-02	7.273000000000000298e-02	-1.272699999999999942e-01	-4.000000000000000222e-01	-1.636400000000000077e-01	4.727300000000000391e-01	0.000000000000000000e+00
3.736800000000000068e+02	1.797800000000000231e-01	3.707900000000000085e-01	2.921300000000000008e-01	1.348300000000000054e-01	3.820199999999999707e-01	1.460700000000000054e-01	5.618000000000000077e-02	1.797800000000000231e-01	1.460700000000000054e-01	-1.348300000000000054e-01
3.740500000000000114e+02	-3.090899999999999759e-01	9.090999999999999082e-02	-1.454499999999999960e-01	-2.909100000000000019e-01	1.818000000000000171e-02	-1.454499999999999960e-01	7.273000000000000298e-02	-1.818000000000000171e-02	-2.363599999999999868e-01	-1.272699999999999942e-01
3.744200000000000159e+02	-1.852000000000000174e-02	-7.406999999999999695e-02	7.406999999999999695e-02	-3.704000000000000348e-02	1.481500000000000039e-01	1.111100000000000004e-01	-3.703699999999999770e-01	1.852000000000000174e-02	5.555999999999999828e-02	-1.666700000000000126e-01
3.747900000000000205e+02	-1.406199999999999950e-01	1.875000000000000000e-01	1.562000000000000020e-02	-3.125000000000000000e-01	3.125000000000000000e-02	1.093800000000000050e-01	1.250000000000000000e-01	-1.562500000000000000e-01	-1.875000000000000000e-01	-2.500000000000000000e-01
3.751700000000000159e+02	-4.230800000000000116e-01	-1.730800000000000116e-01	-4.038499999999999868e-01	-3.461500000000000132e-01	-2.307700000000000307e-01	-3.846200000000000174e-01	-4.423100000000000365e-01	-3.461500000000000132e-01	-9.614999999999999936e-02	-3.269199999999999884e-01
3.755400000000000205e+02	-3.157900000000000151e-01	-4.035099999999999798e-01	-3.508999999999999619e-02	-2.105299999999999949e-01	-2.456099999999999950e-01	-3.157900000000000151e-01	-4.035099999999999798e-01	0.000000000000000000e+00	0.000000000000000000e+00	-2.280699999999999950e-01
3.759100000000000250e+02	4.874999999999999889e-01	3.750000000000000000e-01	5.250000000000000222e-01	5.000000000000000278e-02	1.250000000000000000e-01	0.000000000000000000e+00	2.874999999999999778e-01	1.875000000000000000e-01	1.875000000000000000e-01	2.874999999999999778e-01
3.762799999999999727e+02	-6.527800000000000269e-01	-1.666700000000000126e-01	-2.083299999999999874e-01	-1.111100000000000004e-01	-3.611099999999999866e-01	-2.083299999999999874e-01	-4.444400000000000017e-01	-5.277800000000000269e-01	-3.472200000000000286e-01	-3.888900000000000134e-01
3.766600000000000250e+02	-5.846200000000000285e-01	-1.384599999999999997e-01	-3.076899999999999635e-01	-4.307699999999999863e-01	-5.846200000000000285e-01	-4.307699999999999863e-01	-3.230799999999999783e-01	-4.153799999999999715e-01	1.230799999999999950e-01	-4.769200000000000106e-01
3.770299999999999727e+02	5.262999999999999623e-02	1.578900000000000026e-01	5.526299999999999546e-01	2.763200000000000101e-01	3.947399999999999798e-01	2.631600000000000050e-01	1.052599999999999925e-01	2.368400000000000227e-01	3.157900000000000151e-01	1.315800000000000025e-01
