191.457733	0.012593	0.224638	0.012806	0.273185	0.024093	0.332192	0.056288	0.411076	0.126537	0.514098	
193.053986	0.013037	0.225855	0.012969	0.274919	0.023947	0.336080	0.055626	0.413648	0.126474	0.516015	
194.650345	0.013112	0.228617	0.012910	0.277533	0.024045	0.337652	0.056172	0.416012	0.126194	0.519239	
196.246765	0.013364	0.229661	0.013038	0.279151	0.023731	0.340218	0.055626	0.418751	0.126028	0.521662	
197.843262	0.013453	0.230811	0.013049	0.280031	0.023712	0.341015	0.055309	0.419342	0.124999	0.521968	
199.439835	0.013671	0.231332	0.012913	0.280805	0.023486	0.342464	0.054698	0.419787	0.124146	0.520858	
201.036469	0.013688	0.231718	0.012907	0.281118	0.023066	0.342357	0.054001	0.419371	0.123068	0.520143	
202.633194	0.013682	0.232220	0.012774	0.281506	0.022790	0.342039	0.053522	0.419516	0.122033	0.519193	
204.229980	0.013801	0.233522	0.012685	0.282898	0.022574	0.343846	0.053013	0.421200	0.121090	0.521252	
205.826859	0.013868	0.234546	0.012592	0.283755	0.022278	0.345477	0.052516	0.422383	0.120682	0.522335	
207.423782	0.013823	0.235868	0.012469	0.284734	0.021894	0.346556	0.052032	0.423761	0.120249	0.524020	
209.020782	0.013851	0.237141	0.012360	0.286419	0.021770	0.347820	0.051580	0.425491	0.119301	0.525212	
210.617874	0.013875	0.237822	0.012213	0.287588	0.021326	0.348988	0.051019	0.426494	0.118529	0.526534	
212.215012	0.013976	0.238624	0.012060	0.288232	0.021040	0.349999	0.050488	0.427360	0.117921	0.527188	
213.812225	0.013775	0.239375	0.011958	0.289185	0.020764	0.350625	0.049877	0.428765	0.117383	0.528206	
215.409500	0.013823	0.240248	0.011731	0.289636	0.020402	0.351016	0.049453	0.429171	0.116277	0.528833	
217.006866	0.013775	0.240601	0.011600	0.289851	0.020039	0.351622	0.048921	0.429161	0.115503	0.528814	
218.604279	0.013720	0.240667	0.011437	0.289914	0.019656	0.351723	0.048242	0.428840	0.114756	0.528711	
220.201752	0.013601	0.240664	0.011142	0.290119	0.019316	0.351535	0.047749	0.428621	0.113831	0.528405	
221.799316	0.013557	0.240529	0.010943	0.289832	0.018973	0.351388	0.047145	0.428774	0.113033	0.527578	
223.396927	0.013379	0.240093	0.010730	0.289810	0.018620	0.350972	0.046674	0.428340	0.112256	0.527703	
224.994598	0.013342	0.240705	0.010593	0.290054	0.018243	0.351395	0.046097	0.428620	0.111773	0.528036	
226.592361	0.013204	0.241182	0.010295	0.290805	0.017933	0.351920	0.045713	0.429540	0.111383	0.529215	
228.190155	0.013008	0.240827	0.010105	0.289976	0.017606	0.351752	0.045468	0.428898	0.110807	0.528290	
229.788040	0.012835	0.240009	0.009837	0.289020	0.017240	0.350163	0.044925	0.427791	0.109925	0.526441	
231.385986	0.012590	0.238789	0.009599	0.287381	0.016963	0.347823	0.044214	0.425256	0.109011	0.523877	
232.983978	0.012411	0.237496	0.009347	0.286261	0.016586	0.347139	0.043775	0.423396	0.108286	0.522047	
234.582062	0.012196	0.236897	0.009153	0.285740	0.016360	0.346653	0.043483	0.423007	0.107967	0.521225	
236.180176	0.012052	0.237139	0.008992	0.286034	0.016214	0.346584	0.043439	0.423792	0.108169	0.522283	
