Array_1	Array_2	Array_3	Array_4	Array_5	Array_6	Array_7	Array_8	Array_9	Array_10	Array_11
3.632300000000000182e+02	1.639529999999999932e+00	2.916700000000000403e-01	-3.750000000000000000e-01	6.250000000000000000e-02	-1.250000000000000000e-01	1.666700000000000126e-01	-2.291700000000000126e-01	-6.250000000000000000e-02	1.418600000000000083e+00	1.255810000000000093e+00
3.636000000000000227e+02	1.691179999999999906e+00	0.000000000000000000e+00	-5.208300000000000152e-01	-3.125000000000000000e-01	-6.666699999999999848e-01	-7.708300000000000152e-01	-2.500000000000000000e-01	0.000000000000000000e+00	1.882350000000000190e+00	1.529409999999999936e+00
3.639700000000000273e+02	2.000000000000000000e+00	1.265799999999999981e-01	2.531999999999999876e-02	3.797000000000000375e-02	1.139199999999999935e-01	3.417700000000000182e-01	-5.062999999999999445e-02	-2.405099999999999738e-01	2.000000000000000000e+00	1.656250000000000000e+00
3.643500000000000227e+02	1.857140000000000013e+00	-1.746000000000000052e-01	0.000000000000000000e+00	-2.857100000000000195e-01	1.269800000000000095e-01	-2.539699999999999736e-01	-1.269800000000000095e-01	-3.015899999999999692e-01	1.619050000000000100e+00	1.412700000000000067e+00
3.647200000000000273e+02	1.789470000000000116e+00	-3.888900000000000134e-01	3.148100000000000342e-01	-2.222200000000000009e-01	-1.852000000000000174e-02	-5.740699999999999692e-01	-1.851899999999999935e-01	-1.481500000000000039e-01	1.631579999999999808e+00	1.631579999999999808e+00
3.650899999999999750e+02	1.281250000000000000e+00	-8.444400000000000794e-01	-3.111099999999999977e-01	-7.111100000000000199e-01	-6.222199999999999953e-01	-7.111100000000000199e-01	-6.444400000000000128e-01	-2.000000000000000111e-01	1.281250000000000000e+00	1.083329999999999904e+00
3.654700000000000273e+02	2.833330000000000126e+00	3.076899999999999635e-01	-4.307699999999999863e-01	-6.153999999999999748e-02	-2.923100000000000143e-01	-3.230799999999999783e-01	1.076900000000000079e-01	-3.384599999999999831e-01	2.916669999999999874e+00	2.638889999999999958e+00
3.658399999999999750e+02	1.673079999999999901e+00	2.839499999999999802e-01	1.358000000000000040e-01	6.173000000000000015e-02	-8.641999999999999682e-02	-8.641999999999999682e-02	4.938000000000000028e-02	-1.975300000000000111e-01	1.923079999999999901e+00	2.269229999999999858e+00
3.662099999999999795e+02	2.622219999999999995e+00	-4.814800000000000191e-01	-1.481500000000000039e-01	-9.259000000000000563e-02	-1.111100000000000004e-01	-9.259000000000000563e-02	-5.555999999999999828e-02	-9.259000000000000563e-02	2.422220000000000262e+00	2.200000000000000178e+00
3.665899999999999750e+02	1.843750000000000000e+00	2.092999999999999861e-01	-6.279099999999999682e-01	-6.046500000000000208e-01	-2.790699999999999847e-01	-6.046500000000000208e-01	-2.092999999999999861e-01	-6.511599999999999611e-01	1.734379999999999811e+00	1.656250000000000000e+00
3.669599999999999795e+02	2.142860000000000209e+00	2.564099999999999713e-01	-3.589700000000000113e-01	-6.153799999999999271e-01	-6.410299999999999887e-01	-4.615400000000000613e-01	-1.282099999999999906e-01	-3.333299999999999597e-01	2.071429999999999882e+00	1.446430000000000105e+00
3.673299999999999841e+02	1.918029999999999902e+00	-3.090899999999999759e-01	-1.636400000000000077e-01	-3.454500000000000348e-01	-1.272699999999999942e-01	-2.545499999999999985e-01	-9.090999999999999082e-02	1.272699999999999942e-01	1.885250000000000092e+00	1.573770000000000113e+00
3.677099999999999795e+02	1.836070000000000091e+00	3.647099999999999786e-01	2.352899999999999991e-01	2.705899999999999972e-01	2.117599999999999760e-01	3.764699999999999713e-01	2.117599999999999760e-01	2.000000000000000111e-01	1.606559999999999988e+00	1.065570000000000128e+00
3.680799999999999841e+02	2.425530000000000186e+00	-8.929000000000000825e-02	-5.356999999999999956e-02	-2.857100000000000195e-01	-3.570999999999999869e-02	-1.607100000000000195e-01	3.570999999999999869e-02	1.785700000000000065e-01	2.382979999999999876e+00	1.680850000000000177e+00
3.684499999999999886e+02	1.416670000000000096e+00	-3.898299999999999543e-01	-1.694900000000000295e-01	-3.389800000000000590e-01	-7.118600000000000483e-01	-8.813599999999999213e-01	-4.915299999999999669e-01	-3.559300000000000241e-01	1.500000000000000000e+00	1.488099999999999978e+00
3.688299999999999841e+02	-1.764710000000000001e+00	1.882400000000000184e-01	5.647099999999999342e-01	1.882400000000000184e-01	2.352899999999999991e-01	9.412000000000000921e-02	-2.117599999999999760e-01	2.000000000000000111e-01	-7.352899999999999991e-01	-1.058820000000000094e+00
3.691999999999999886e+02	2.166669999999999874e+00	-1.296300000000000008e+00	-1.111100000000000004e-01	-4.074099999999999944e-01	-9.629600000000000382e-01	-1.185189999999999966e+00	-6.296300000000000230e-01	-1.185189999999999966e+00	2.250000000000000000e+00	1.750000000000000000e+00
3.695699999999999932e+02	1.819439999999999946e+00	1.228100000000000025e-01	3.157900000000000151e-01	-3.157900000000000151e-01	5.262999999999999623e-02	1.052599999999999925e-01	-1.754400000000000126e-01	1.754400000000000126e-01	1.361109999999999820e+00	1.388890000000000180e+00
3.699499999999999886e+02	2.411759999999999682e+00	-6.666699999999999848e-01	-8.333300000000000152e-01	-7.291699999999999848e-01	-1.083329999999999904e+00	-9.166699999999999848e-01	-6.666699999999999848e-01	-7.916699999999999848e-01	1.970590000000000064e+00	1.676469999999999905e+00
3.703199999999999932e+02	1.864410000000000123e+00	4.615000000000000352e-02	7.692000000000000226e-02	-4.615000000000000352e-02	3.076899999999999635e-01	-1.537999999999999957e-02	1.537999999999999957e-02	-2.153800000000000159e-01	1.881359999999999921e+00	1.576270000000000060e+00
3.706899999999999977e+02	1.226669999999999927e+00	-1.176500000000000046e-01	-4.117600000000000149e-01	-5.294100000000000472e-01	-3.823499999999999677e-01	-1.117650000000000032e+00	-5.588199999999999834e-01	-5.000000000000000000e-01	1.506669999999999954e+00	1.226669999999999927e+00
3.710699999999999932e+02	1.847460000000000102e+00	-3.333299999999999597e-01	1.235000000000000160e-02	-4.938000000000000028e-02	-1.234600000000000003e-01	4.197500000000000120e-01	-9.877000000000001056e-02	-7.406999999999999695e-02	1.813559999999999839e+00	1.491530000000000022e+00
3.714399999999999977e+02	1.922080000000000011e+00	-1.296299999999999952e-01	-4.814800000000000191e-01	-2.037000000000000199e-01	-1.851899999999999935e-01	1.481500000000000039e-01	-2.037000000000000199e-01	7.406999999999999695e-02	1.831169999999999964e+00	1.701300000000000034e+00
3.718100000000000023e+02	2.428570000000000118e+00	1.818199999999999816e-01	-7.954499999999999904e-01	-5.454499999999999904e-01	-4.090900000000000092e-01	1.363599999999999812e-01	-5.454499999999999904e-01	-5.909100000000000463e-01	2.619049999999999656e+00	1.976189999999999891e+00
3.721800000000000068e+02	1.206520000000000037e+00	1.785700000000000065e-01	3.809500000000000108e-01	1.904799999999999827e-01	1.071399999999999991e-01	2.380999999999999783e-02	-4.761999999999999567e-02	7.142999999999999350e-02	1.369569999999999954e+00	1.293480000000000185e+00
3.725600000000000023e+02	2.078430000000000000e+00	-5.681800000000000184e-01	-2.045499999999999818e-01	1.590900000000000092e-01	-4.545500000000000096e-01	-7.045500000000000096e-01	-1.136400000000000049e-01	-5.000000000000000000e-01	1.980389999999999873e+00	2.078430000000000000e+00
3.729300000000000068e+02	1.566670000000000007e+00	5.356999999999999956e-02	2.500000000000000000e-01	3.214299999999999935e-01	-4.285700000000000065e-01	-4.642900000000000360e-01	3.570999999999999869e-02	-2.321399999999999852e-01	1.916670000000000096e+00	1.866670000000000051e+00
3.733000000000000114e+02	3.000000000000000000e+00	1.454499999999999960e-01	7.273000000000000298e-02	-1.636400000000000077e-01	1.818000000000000171e-02	3.636000000000000343e-02	5.455000000000000127e-02	-1.090900000000000064e-01	2.750000000000000000e+00	2.545449999999999768e+00
3.736800000000000068e+02	1.901959999999999873e+00	1.685399999999999954e-01	3.483100000000000085e-01	7.864999999999999769e-02	2.808999999999999830e-01	4.494000000000000078e-02	1.235999999999999877e-01	1.685399999999999954e-01	2.156859999999999999e+00	1.803919999999999968e+00
3.740500000000000114e+02	2.322029999999999816e+00	-7.273000000000000298e-02	-7.273000000000000298e-02	1.818000000000000171e-02	-3.454500000000000348e-01	-2.545499999999999985e-01	1.636400000000000077e-01	1.090900000000000064e-01	2.186440000000000161e+00	1.610169999999999879e+00
3.744200000000000159e+02	2.178570000000000118e+00	0.000000000000000000e+00	3.888900000000000134e-01	0.000000000000000000e+00	7.406999999999999695e-02	-4.444400000000000017e-01	-3.704000000000000348e-02	7.406999999999999695e-02	1.482140000000000013e+00	2.285709999999999908e+00
3.747900000000000205e+02	2.750000000000000000e+00	0.000000000000000000e+00	-3.750000000000000000e-01	-4.687000000000000194e-02	-1.718799999999999772e-01	-9.375000000000000000e-02	-3.125000000000000000e-01	-1.562000000000000020e-02	2.113640000000000185e+00	2.227269999999999861e+00
3.751700000000000159e+02	2.416669999999999874e+00	-1.346199999999999897e-01	-1.153799999999999965e-01	-3.653799999999999826e-01	-1.153799999999999965e-01	-2.307700000000000307e-01	-2.884599999999999942e-01	-2.307700000000000307e-01	2.333330000000000126e+00	2.562500000000000000e+00
3.755400000000000205e+02	3.200000000000000178e+00	-5.262999999999999623e-02	-7.017999999999999239e-02	2.631600000000000050e-01	-7.017999999999999239e-02	-1.929799999999999849e-01	-1.754000000000000004e-02	-2.105299999999999949e-01	2.875000000000000000e+00	2.450000000000000178e+00
3.759100000000000250e+02	3.750000000000000000e+00	3.499999999999999778e-01	5.500000000000000444e-01	4.749999999999999778e-01	1.625000000000000056e-01	2.750000000000000222e-01	1.000000000000000056e-01	2.750000000000000222e-01	3.678570000000000118e+00	3.714289999999999647e+00
3.762799999999999727e+02	2.067800000000000082e+00	-2.222200000000000009e-01	-1.111100000000000004e-01	-1.944400000000000017e-01	-5.972199999999999731e-01	-2.777799999999999714e-01	-3.750000000000000000e-01	-4.305599999999999983e-01	2.203390000000000182e+00	1.949149999999999938e+00
3.766600000000000250e+02	2.293099999999999916e+00	-4.615400000000000613e-01	-5.230799999999999894e-01	-1.384599999999999997e-01	-2.461499999999999799e-01	-2.769199999999999995e-01	-1.076900000000000079e-01	-3.076899999999999635e-01	2.172410000000000174e+00	2.224139999999999784e+00
3.770299999999999727e+02	2.850000000000000089e+00	2.105299999999999949e-01	1.315800000000000025e-01	1.315800000000000025e-01	2.631600000000000050e-01	2.763200000000000101e-01	3.421099999999999697e-01	7.894999999999999241e-02	2.100000000000000089e+00	2.375000000000000000e+00
3.773999999999999773e+02	2.593750000000000000e+00	2.588199999999999945e-01	7.058999999999999997e-02	2.470600000000000018e-01	5.881999999999999729e-02	7.058999999999999997e-02	5.881999999999999729e-02	-1.175999999999999962e-02	2.968750000000000000e+00	2.187500000000000000e+00
